habid,hid,nombre_habitacion,precio
17005,113,Wilfrido Delgado Peña,114701.95
17006,113,Benjamín Silvia Zamora,123432.47
17007,113,Zeferino Valladares Vallejo,95733.09
17008,113,Jaime Miguel Ángel Quezada Correa,132856.0
17009,113,Andrés Rosalia Campos Colunga,116643.46
17010,113,Julio César Cabán Girón,35015.66
17011,113,Fabiola Silvano Murillo Sáenz,92016.67
17012,113,Martín Rolando Portillo,24003.04
17013,113,Alicia Arturo Manzanares Espino,14546.49
17014,113,Sessa Ferrer,58225.65
17015,113,Modesto Villareal Niño,51479.86
17016,113,Sonia Sergio Luna,94502.07
17017,113,Humberto Ana María Chavarría Espinal,61385.41
17018,113,Amalia Gaytán,92899.67
17019,113,Perla Benítez,62553.63
17020,113,Marcela Josefina Pichardo Gil,101953.54
17021,113,Genaro Abel Dávila Garica,98670.22
17022,113,Lourdes Nazario Villanueva,136247.82
17023,113,José Eduardo Griego,76598.68
17024,113,Noelia Mota,39016.08
17025,113,Natalia Garay,30592.2
17026,113,Alma Alta  Gracia Rael,49972.57
17027,113,Benjamín Pulido,29211.19
17028,113,Yuridia Salazar,22890.65
17029,113,Dr. Miguel Nieves,88697.26
17030,113,Francisca Ballesteros Candelaria,5810.34
17031,113,Fidel Reséndez Otero,52151.16
17032,113,Daniel Marrero Ureña,72168.5
17033,113,Abel Eduardo Valdez,47425.95
17034,113,Timoteo Espartaco Linares Correa,73930.12
17035,113,Espartaco Norma Venegas Benítez,8828.29
17036,113,Zeferino Preciado Palomo,84154.23
17037,113,Ing. Alta  Gracia Magaña,74128.48
17038,113,Salma Moreno Gastélum,133337.67
17039,113,Diego Granado Ballesteros,145698.7
17040,113,Mariano Citlali Abreu,75438.86
17041,113,Agustín Alma del Valle Calderón,42121.51
17042,113,Zoé Genaro García Tapia,110152.17
17043,113,Ilse Paulina Juárez Domínguez,67359.48
17044,113,Mariana Nancy Almaraz Villalobos,34087.29
17045,113,Zeferino Aponte Valentín,122117.71
17046,113,Caridad Arellano,121022.02
17047,113,Estefanía Emilio Ríos,39778.1
17048,113,Martín Gamboa,8415.5
17049,113,Alfonso Zacarías Tejeda Berríos,141457.87
17050,113,Mtro. Claudia Nájera,5744.15
17051,113,Gloria Carmen Leiva,36787.18
17052,113,Javier Abelardo Olivas Hinojosa,19684.6
17053,113,Ana Luisa Cedillo Ibarra,65328.43
17054,113,Ing. Diego Portillo,109349.03
17055,113,Tomás Ordóñez,128877.79
17056,113,Frida José Espinosa Vega,56698.18
17057,113,Dr. Luisa Regalado,119843.72
17058,113,Ivonne Estela Briones Tórrez,99099.43
17059,113,Abel Noelia Dueñas Godínez,117389.11
17060,113,Elias Abril Arteaga Toledo,131645.17
17061,113,Teresa Torres Delgadillo,84831.45
17062,113,Sr(a). Esteban Matos,128209.48
17063,113,Trinidad Jesús Zepeda Zaragoza,129526.94
17064,113,Wilfrido Villagómez Ceja,5423.11
17065,113,Julia Abelardo Vanegas Rivas,104044.8
17066,113,Ing. Vanesa Roybal,13844.48
17067,113,Lic. Raquel Barajas,119115.61
17068,113,Mtro. Bernabé Madrigal,122174.98
17069,113,Alberto Aldonza Tirado,135199.02
17070,113,Eloisa Madrigal,100731.29
17071,113,Itzel Samaniego,123827.98
17072,113,Antonio Serafín Valle Jurado,130635.52
17073,113,Eugenia Cornelio Cepeda,17109.17
17074,113,Olivia Bianca Esquibel,61976.42
17075,113,Marisol Elias Delgadillo,9850.92
17076,113,Adela Rubén Marín,142578.24
17077,113,Antonio Garrido Roque,28296.5
17078,113,Amador Ángela Yáñez Villa,117826.51
17079,113,Lilia Benavídez Contreras,68782.09
17080,113,Aurora Balderas Rivera,77848.12
17081,113,Dr. Cristian Sanabria,66595.27
17082,113,Óliver Saiz,70575.97
17083,113,Dalia Santillán Preciado,4238.07
17084,113,Agustín Aida Batista Santacruz,69958.7
17085,113,Miriam Saiz Murillo,70603.69
17086,113,Aurelio Polanco,32136.51
17087,113,Frida Eric Ureña Montero,110836.63
17088,113,Antonia Sevilla,4381.67
17089,113,Trinidad Abelardo Velasco Botello,9510.25
17090,113,Cristian Aurora Reynoso,48497.1
17091,113,Natalia Hurtado Soto,28230.43
17092,113,Carla Irene Báez,110900.48
17093,113,Miguel Carla Calvillo de la Fuente,47021.34
17094,113,Mtro. Fernando Pedroza,107909.66
17095,113,Leonel Tello Sanches,56897.53
17096,113,Amador Gamez,68018.34
17097,113,Dr. Ariadna Suárez,146762.78
17098,113,Pilar Olivera,64137.35
17099,113,Dr. Esmeralda Estévez,127327.31
17100,114,Estela Quintanilla Garza,124952.18
17101,114,Laura Francisca Vaca Rangel,138152.58
17102,114,Juan Carlos Débora Arreola,16499.87
17103,114,Ing. Ángela Zamudio,130943.18
17104,114,Lic. Gerardo Guardado,88908.11
17105,114,Lic. Martha Sandoval,89641.05
17106,114,Guillermina Herrera,52661.4
17107,114,Dr. Guillermo Marroquín,110395.4
17108,114,Óscar Caridad Farías,43660.07
17109,114,Ing. José Luis Domínguez,26926.93
17110,114,Víctor Olivia Valles,27720.92
17111,114,Alfonso Esquivel de León,25667.81
17112,114,Miriam Elena Bahena Rivas,119720.22
17113,114,Pilar Vaca Cabrera,13156.45
17114,114,Joaquín Jaime Leal,135098.61
17115,114,Aurelio Vanesa Velázquez Perales,132587.91
17116,114,Lic. Humberto Mora,71299.57
17117,114,Luz Barrera,119848.22
17118,114,Marisela María Luisa Paz,33481.56
17119,114,Rosa Camacho,8951.49
17120,114,Adela Ofelia Preciado,82988.28
17121,114,Dr. Nadia Fajardo,78929.7
17122,114,Jerónimo José Madrid Garica,17446.7
17123,114,María del Carmen Escobar,100142.2
17124,114,Estela Vargas,126108.68
17125,114,Eugenia Valenzuela,42134.45
17126,114,Ing. Susana Cardenas,57534.0
17127,114,Florencia Gaona Valladares,10294.51
17128,114,Pascual Isaac Montez Jurado,130083.58
17129,114,Bernardo María Elena Garay,14871.48
17130,114,Omar Débora Díaz Valadez,140732.91
17131,114,Lic. Sergio Urías,9212.53
17132,114,Rodrigo Galván,77931.07
17133,114,Ing. Lucas Viera,72197.43
17134,114,Lic. Anabel Zaragoza,78366.5
17135,114,Mario Pedro Solano Valadez,109319.48
17136,114,Hermelinda Cynthia Velasco,85772.6
17137,114,Alma Agustín Alvarez Collazo,5530.91
17138,114,Mtro. David Crespo,70720.69
17139,114,Lic. Nelly Garibay,78999.75
17140,114,Ing. Eugenio Armas,110792.63
17141,114,Mtro. Marisol Villareal,141500.02
17142,114,Dr. Pamela Saavedra,88872.0
17143,114,Silvano Godoy,107074.27
17144,114,Bernardo Víctor Casares,69046.45
17145,114,Yeni Francisco Javier Matías,112785.05
17146,114,Rolando Barbara Rosario Angulo,110871.5
17147,114,Berta Camacho Montaño,9538.18
17148,114,José Araceli Caballero,80658.58
17149,114,Raquel Samuel Nájera,136164.08
17150,114,Gabriel Adán Correa,91818.19
17151,114,Elisa Saldaña Ceballos,35751.46
17152,114,Germán Camilo Esparza Cintrón,13468.15
17153,114,Pilar Arenas Alva,11327.28
17154,114,Lic. Concepción Sandoval,48047.21
17155,114,Miguel Ángel Fuentes Saavedra,121197.22
17156,114,Omar Eva Cisneros Madrid,145283.17
17157,114,Delia Guzmán Bustamante,12271.29
17158,114,Omar Zarate,129362.46
17159,114,Jerónimo Marcela Tirado,108998.44
17160,114,Genaro Baeza,149538.74
17161,114,Alma Hernandes Toledo,51815.74
17162,114,Mtro. Gerardo Olivas,120660.18
17163,114,Enrique Agustín Rico Ballesteros,78983.58
17164,114,Marisela Gurule Vera,63276.6
17165,114,Reina Raya,133404.91
17166,114,Dr. Guillermo Arce,91055.73
17167,114,Georgina Jimínez Anaya,70128.6
17168,114,Yeni Noriega,114132.46
17169,114,Mtro. Olivia Garrido,126871.24
17170,114,Daniela Dulce Toledo,36739.82
17171,114,Juan Emilio Soria,77441.67
17172,114,Jaime Silvano Guerrero Quintana,57110.96
17173,114,Mtro. Lourdes Concepción,92796.09
17174,114,Joaquín Paulina Montez Alcala,127789.98
17175,114,Claudio Barajas Osorio,135596.12
17176,114,Sr(a). Gloria Altamirano,47867.33
17177,114,Sr(a). Gerónimo Tello,111052.25
17178,114,Miriam Gerónimo Polanco Arellano,99615.82
17179,114,Claudio Juan Hernandes,12780.9
17180,114,Lic. Amalia Coronado,26833.97
17181,114,Pablo Portillo Mesa,43004.31
17182,114,Eva Solorzano,32076.97
17183,114,Julio César Saiz,148325.43
17184,114,Laura Serrano,145827.45
17185,114,Eva Vargas,38959.03
17186,114,Joaquín Lucía Solorio,7926.62
17187,114,Julio César Natividad Rendón Villaseñor,115732.06
17188,114,Ana María Ana Luisa Pineda,102238.59
17189,114,Ramiro Alejandro Soto,143020.28
17190,114,Zacarías Celia Almanza,66544.89
17191,114,Dr. Sergio Rosado,7555.05
17192,114,Óscar Luis Miguel Casas Leyva,119796.64
17193,114,Mayte Jaramillo,121061.75
17194,114,Julio Angélica Chacón Collado,87462.27
17195,114,Arturo Genaro Lebrón,135769.2
17196,114,Nicolás Godoy,125012.23
17197,114,Mtro. Eugenio Roque,62143.8
17198,114,Amador Eugenia Pulido Chacón,139431.78
17199,114,Clara Alma Solorio,108958.45
17200,114,Sr(a). Cristian Roldán,26166.79
17201,114,Javier Parra,145996.17
17202,114,Adela Preciado Anguiano,136372.0
17203,114,Zeferino Noemí Concepción,102336.09
17204,114,Abril Toledo,16895.15
17205,114,Eric Batista Mascareñas,5982.42
17206,114,Norma Maximiliano Casanova Polanco,128842.41
17207,114,Sessa Malave Martínez,147380.39
17208,114,Hilda Calvillo,72413.52
17209,114,Pascual Tomás Badillo,125898.26
17210,114,Benito Zepeda Anaya,107819.08
17211,114,Francisco Javier Nelly Gollum,94055.6
17212,114,José Carlos Humberto Canales,22979.98
17213,114,Abel Diego Ureña Toro,122372.45
17214,114,Paulina Virginia Tórrez Casas,29904.55
17215,114,Sr(a). Francisco Javier Navarro,57389.98
17216,114,Bernabé Marín,16747.4
17217,114,Fabiola Santiago Hernández,75562.07
17218,114,Lic. María Elena Valles,55760.06
17219,114,Mayte Tania Tejada,33808.22
17220,114,Benito Nieto,21915.55
17221,114,Adriana Núñez Anaya,51946.46
17222,114,Espartaco Ozuna Reynoso,15161.43
17223,114,Gustavo Ornelas Roque,34378.96
17224,114,Paulina Martha Cepeda Cortez,66874.45
17225,114,Virginia Vélez,59568.62
17226,114,Evelio Rivero Jasso,88812.46
17227,114,Mtro. Rafaél Cedillo,37739.17
17228,114,Sr(a). Flavio Rendón,68506.24
17229,114,Dr. Clemente Longoria,96145.2
17230,114,Pilar Alvarado Macías,90501.28
17231,114,Araceli Daniela Madera Téllez,104550.81
17232,114,Óscar Miriam Valadez,54445.32
17233,114,Mtro. Alberto Montez,23825.36
17234,114,Lucas Pizarro,94269.16
17235,114,Lic. Héctor Alfaro,53889.6
17236,114,Amanda Judith Brito Rincón,142639.31
17237,114,Maximiliano José Emilio Muro Reséndez,116811.41
17238,114,Timoteo Morales,62527.81
17239,114,Bernardo Villa,107715.57
17240,114,Felix Adán Matos,144806.35
17241,114,Lic. Ilse Rendón,2323.17
17242,114,Ing. Uriel Valdez,10247.44
17243,114,Dulce María Patricia Vázquez,134427.22
17244,114,Sonia Valverde,4983.53
17245,114,Isaac Melgar Partida,15025.06
17246,114,Carlota Bueno Zamudio,14051.47
17247,114,Mauricio Aurelio Gallegos Verduzco,117529.81
17248,114,Raquel Jacinto Reyes,45849.31
17249,114,Zeferino Elias Orellana Castañeda,89895.93
17250,115,Eduardo Vaca Esparza,14682.8
17251,115,Antonia Óliver de la Torre,18501.06
17252,115,Rubén Dueñas Partida,39659.87
17253,115,Dr. Flavio Escobar,80662.89
17254,115,Dr. Dulce María Osorio,113194.28
17255,115,Alejandra Berta Quiroz,94932.38
17256,115,Sr(a). Verónica Venegas,82795.22
17257,115,Ing. Alejandro Alemán,18785.13
17258,115,Antonio Carranza,106421.84
17259,115,Clara Vigil Quintanilla,117658.12
17260,115,Manuel Leticia Valles,72161.28
17261,115,Bernardo Noelia Morales,126907.13
17262,115,Ivonne Sanches Limón,10536.02
17263,115,Florencia Pedro Casanova,117941.57
17264,115,Bernabé Carlos Pizarro,114009.7
17265,115,Alfredo Mejía Solano,47275.13
17266,115,Lic. Graciela Reséndez,103070.81
17267,115,Rocío Jorge Ulloa,126145.71
17268,115,Lorena Lovato,43564.33
17269,115,Dr. Soledad Ocampo,33826.6
17270,115,Daniel Nadia Coronado,43002.49
17271,115,Lorenzo Botello,19265.44
17272,115,Lucía Mateo,36554.35
17273,115,Sr(a). Lilia Espino,77378.26
17274,115,Ing. Humberto Bétancourt,63801.03
17275,115,Abel Paredes,42468.7
17276,115,Sr(a). Leonor del Río,133579.52
17277,115,Blanca Santiago Navarrete,140697.74
17278,115,Jaqueline Enrique Aguilar Meraz,98869.08
17279,115,Guillermina Jacinto Zapata Mateo,149383.47
17280,115,Ilse Cardenas Carbajal,21374.91
17281,115,Susana Peña,93080.8
17282,115,Jos Samuel Cardenas Castro,83455.23
17283,115,Maximiliano Alvarado Chapa,95712.34
17284,115,Delia María del Carmen Casillas Tamayo,68076.37
17285,115,Isabela Verduzco,146683.8
17286,115,Magdalena Amador Lovato,39103.04
17287,115,Tania Catalina Mojica Ureña,76548.46
17288,115,Olivia Sergio Almanza Mendoza,129539.82
17289,115,Indira Varela,33463.63
17290,115,Alfonso Sonia Gamez,141299.33
17291,115,Florencia Almonte Fuentes,86379.62
17292,115,Ignacio Enrique Quiñónez,80303.31
17293,115,Arturo Véliz Casares,116593.47
17294,115,Esmeralda Olivia Fuentes,43262.15
17295,115,Silvia Lemus Melgar,128226.19
17296,115,Dr. Diego Garza,142232.91
17297,115,Dolores Horacio Espinosa Orosco,89484.67
17298,115,Benito Candelaria Valdés,147622.28
17299,115,Micaela Rolando Reyes,100695.74
17300,115,Conchita Asunción Villegas Acuña,19569.61
17301,115,Óscar Ballesteros,30360.51
17302,115,Cristal Solorio Luevano,40833.05
17303,115,Gerardo María Guardado Quintanilla,83490.47
17304,115,Daniela Pizarro Saucedo,3570.03
17305,115,María Luisa Villareal,133728.62
17306,115,Verónica Karla Vega,93358.57
17307,115,Itzel Luz Aguilera Reséndez,95371.07
17308,115,Federico Norma Hernádez,6909.81
17309,115,Lic. Dalia Montañez,126860.37
17310,115,Mateo Gil Malave,77176.56
17311,115,Antonia Eric Ybarra,30253.02
17312,115,Amanda Mariano Avilés Castellanos,8131.71
17313,115,Gabriel Esteban Alva Hurtado,141175.74
17314,115,Josefina José Luis Peña,141287.96
17315,115,Antonia Aida Corona,15261.33
17316,115,Sergio Sánchez Paredes,111872.38
17317,115,Elena Ocasio Ozuna,48535.39
17318,115,Abigail Sofía Guzmán Sevilla,111219.79
17319,115,Zeferino Andrés Padilla,40471.94
17320,115,Anabel Adame,2962.96
17321,115,Aida Casanova,55729.87
17322,115,Felix Valdivia,61730.91
17323,115,Rafaél Gallardo Orosco,98167.14
17324,115,Ing. Ricardo Batista,147492.76
17325,115,Gerardo José Carlos Mascareñas,15870.73
17326,115,Lic. Felix Gutiérrez,6737.16
17327,115,Juana Mitzy Piña Alejandro,127862.32
17328,115,Olga Marisela Villalpando Espinosa,22680.54
17329,115,Modesto Orta,143632.2
17330,115,Vanesa Antonio Valadez Morales,7811.08
17331,115,Sr(a). Vanesa Sarabia,50646.7
17332,115,Jacobo Ramón,40270.05
17333,115,Eric Susana Miramontes,12597.39
17334,115,Dr. Aldo Sisneros,60093.56
17335,115,Angélica Noriega Beltrán,88810.04
17336,115,Amalia Elena Naranjo,48608.85
17337,115,Antonia Alonso,127909.71
17338,115,Alberto Navarrete,40586.66
17339,115,Esther Jos Padrón Jaime,114427.29
17340,115,Esther Pineda Valladares,125505.76
17341,115,Juana Tejada Lucio,109093.51
17342,115,Ing. Francisco Javier Zaragoza,116966.03
17343,115,Sr(a). Micaela Herrera,23734.48
17344,115,Sessa Yeni Saldaña,112801.84
17345,115,Trinidad Durán,109058.9
17346,115,José Eduardo Negrón Vázquez,39483.11
17347,115,Angélica Lovato Barela,88239.98
17348,115,Francisca Elisa Armenta,2593.12
17349,115,Mateo Juan Vera Quintero,142628.52
17350,115,Abraham Nicolás Zayas,68415.51
17351,115,José Eduardo Teodoro Olivas Tapia,43966.66
17352,115,Silvano Claudia Esquivel,114100.6
17353,115,Sr(a). Rubén Parra,110135.27
17354,115,Alonso Patricia Ozuna Tafoya,40384.75
17355,115,Lucía Alonso Pérez Olivas,75652.54
17356,115,Sr(a). Jos Mendoza,138134.09
17357,115,Ángel Bravo Patiño,83609.75
17358,115,Mtro. Horacio Trujillo,76296.75
17359,115,Mtro. Eloisa Valdivia,77458.28
17360,115,Elvira Briones Elizondo,28257.26
17361,115,Nelly Limón,55207.46
17362,115,Federico Ramón Cervántez Jaime,57876.18
17363,115,Cristal Nayeli Casillas Montaño,3935.37
17364,115,José José Manuél de Jesús Mares,9033.04
17365,115,Ing. Francisco Javier Rodríquez,51322.83
17366,115,Tomás Salcedo,88961.28
17367,115,Graciela Isabel Menchaca,70349.16
17368,115,David Inés Farías Sosa,38785.27
17369,115,Ing. Yeni Meléndez,113507.6
17370,115,Carlos Gamez,145623.88
17371,115,Emilia Hinojosa Ramírez,139710.13
17372,115,Sara Zacarías Barraza,148599.89
17373,115,Dr. Nicolás Ávila,148921.17
17374,115,Ivonne Jerónimo Solís,85088.32
17375,115,Leonor Rodrigo Villarreal Guerra,126107.62
17376,115,Ing. Alta  Gracia Arce,67633.04
17377,115,Lorenzo Miguel Ángel Cazares Carvajal,43458.52
17378,115,Darío Portillo,54299.29
17379,115,Lic. Julia Rentería,87983.48
17380,115,Lic. Gloria Espinoza,25543.9
17381,115,Sr(a). Cristina Villalpando,51976.69
17382,115,Paulina Adán Arias,74157.88
17383,115,Pablo Nelly Rentería,56344.97
17384,115,Dr. Abraham Ontiveros,7367.57
17385,115,Paola Navarrete,38792.96
17386,115,Rolando de la Fuente,29207.57
17387,115,Raúl Solís Peres,11638.11
17388,115,Jonás Francisca Orellana,62258.27
17389,115,Gilberto Homero de la O,111580.95
17390,115,Tomás Caridad Vélez,126818.91
17391,115,Fidel Lucía de Jesús Riojas,12503.02
17392,115,Amalia Rafaél Riojas Valles,106143.69
17393,115,Lic. Sonia Salcido,7682.52
17394,115,Inés Vélez Leiva,102128.12
17395,115,Olga Carranza Chavarría,136483.79
17396,115,Nicolás Meraz,86956.6
17397,115,Amador Sergio Salinas,32423.45
17398,115,Sr(a). Diego Duarte,149765.02
17399,115,Zoé Elisa Aguirre Tamez,131906.06
17400,116,Sr(a). Carla Archuleta,18178.18
17401,116,Helena Mauro Villagómez,113339.25
17402,116,Vicente Francisca Vigil,113756.03
17403,116,Marisol Abraham Caldera Hernández,127830.03
17404,116,Alma Solorio,147216.21
17405,116,Itzel Salinas Terán,37798.57
17406,116,Nancy Brito,148103.83
17407,116,Maximiliano Irma Orozco,94400.15
17408,116,Fernando Rolando Valverde,17192.87
17409,116,Gerardo Roberto Villalpando,41793.09
17410,116,Adalberto Crespo,10361.57
17411,116,Darío Víctor Mercado,46704.28
17412,116,Rufino Alonso Ochoa Malave,32302.87
17413,116,Aldonza Salvador Monroy de la Rosa,17105.55
17414,116,Irene Elias Arellano Alejandro,71106.43
17415,116,Mtro. Abraham Zavala,47927.17
17416,116,Esteban Valdez Guajardo,54218.93
17417,116,Miguel Ángel Olvera Cruz,14017.36
17418,116,Cornelio Augusto Loya,62627.37
17419,116,Caridad Victoria Guzmán Padrón,73551.07
17420,116,Eloisa Felipe Borrego,104449.85
17421,116,Indira Sofía Ramírez Cortez,73825.63
17422,116,Teresa Mauro Corona Otero,70254.48
17423,116,Dr. Camilo Olivera,118349.61
17424,116,Trinidad Montalvo Narváez,130888.15
17425,116,Adela Cruz,9325.59
17426,116,Cristal Trinidad Elizondo Morales,147610.74
17427,116,Concepción Medina Barajas,94157.46
17428,116,Carmen Cabán,146727.83
17429,116,Lic. Darío Limón,89909.52
17430,116,Minerva Daniel Grijalva Huerta,85077.24
17431,116,Mauricio Benítez Sarabia,7150.02
17432,116,Gilberto Mares Collazo,90657.3
17433,116,Hernán Agustín Saiz,139834.17
17434,116,Marisol Diego Altamirano Carbajal,70448.37
17435,116,Augusto Olivia Lucero,31390.8
17436,116,Óliver Esparta Arias,105903.31
17437,116,Jaime Samuel Herrera Luevano,148916.49
17438,116,Lic. Jonás Bustos,132544.17
17439,116,Dr. Liliana Acosta,36454.03
17440,116,Alfredo Herrera,116891.64
17441,116,Abraham David Aguilar Baeza,126246.6
17442,116,Juana María Cristina Jaramillo,126645.72
17443,116,Jerónimo Rosas Lemus,129560.31
17444,116,Lic. Santiago Serrato,137170.57
17445,116,Lorenzo Alejandra Carrasco Quiñones,37080.69
17446,116,Ignacio Cornelio Santiago Carvajal,44534.86
17447,116,Sr(a). Eloy del Río,95349.53
17448,116,Nelly Sergio Salinas,140523.36
17449,116,Lic. Yuridia Mora,101790.45
17450,116,Lorena Isabel Girón,30850.11
17451,116,Minerva Mejía Escamilla,112565.8
17452,116,Dr. Jaime Trejo,55840.53
17453,116,Esteban Delia Aranda,87685.88
17454,116,Judith Samaniego,29321.91
17455,116,Teodoro Alcaraz,117039.58
17456,116,Dolores Zúñiga Calvillo,75053.69
17457,116,Dr. Anabel Vela,53844.88
17458,116,Dr. Julio Perales,94198.64
17459,116,Victoria Hilda Alva,2672.55
17460,116,Lic. Leonel Segura,19536.52
17461,116,Ing. Jerónimo Muñoz,33711.29
17462,116,Adriana Victoria Negrón Armas,35293.54
17463,116,Amelia Porras,148812.94
17464,116,Ing. Cristian Mayorga,149428.0
17465,116,Cristobal Javier Garza Guerrero,106797.03
17466,116,Ricardo Omar Zayas Orozco,74820.51
17467,116,Rolando Timoteo Orellana Aguayo,81834.28
17468,116,Irma Cristal Mireles Santillán,35886.98
17469,116,Eugenio Carolina Limón Madera,39257.5
17470,116,Miguel Arturo Palacios,41922.97
17471,116,Renato Emilio Rosas,66118.22
17472,116,Socorro Domínguez Arredondo,110174.83
17473,116,Barbara Sisneros Lira,127892.53
17474,116,Flavio Ana Luisa Hidalgo Godoy,127329.8
17475,116,Emiliano Ordóñez Barrientos,95881.05
17476,116,Hernán Sanabria,124941.66
17477,116,Gerardo Luevano,85835.3
17478,116,Sr(a). Gabino Candelaria,98817.82
17479,116,Raúl Barajas,122598.23
17480,116,Ángel Vázquez,136116.31
17481,116,Sr(a). Esparta Ferrer,88541.28
17482,116,Ing. Clemente Alemán,75855.68
17483,116,José Manuél Eduardo Cabán Carbajal,61590.39
17484,116,Mtro. Amanda Otero,4733.71
17485,116,Judith Preciado,126265.26
17486,116,Lucas Patricia Orellana Velásquez,78326.16
17487,116,David Mateo Ponce Olivares,69502.61
17488,116,Olivia Munguía,48082.14
17489,116,Mariana Rosales,114149.69
17490,116,Porfirio Serrato,27516.83
17491,116,Jonás Carla Mateo Baeza,104974.26
17492,116,Ramón Alta  Gracia Tello Soliz,146271.84
17493,116,Itzel Helena Alemán,60951.9
17494,116,Gabriel Arredondo Bustos,128267.82
17495,116,Camila Rubén Mejía,111257.97
17496,116,Mtro. Alberto Arenas,65284.77
17497,116,María Teresa Zoé Ballesteros,138657.32
17498,116,Abril Rodríquez Rodríquez,10616.67
17499,116,Esteban Ariadna Quintana,82621.92
17500,116,Diana Soledad Hernández,134281.24
17501,116,Alejandro Godoy,86858.19
17502,116,Dr. Javier Rincón,148140.49
17503,116,Felipe Solano,28279.63
17504,116,Julio César María Teresa Gálvez,4044.15
17505,116,Dr. Horacio Colunga,74578.75
17506,116,Teresa Colunga,91155.77
17507,116,Evelio Flavio de la Torre,80833.0
17508,116,Dr. Frida Pedraza,48961.93
17509,116,Claudio Burgos de León,36528.15
17510,116,Estela Aida Monroy,73656.84
17511,116,Clara Maximiliano Armenta,106975.0
17512,116,Lic. Conchita Flórez,115522.91
17513,116,Dr. Manuel Heredia,14304.8
17514,116,Pascual Pulido,124568.35
17515,116,Renato Gabino Frías,66857.69
17516,116,Gloria Tórrez,42370.64
17517,116,Mateo Montes,43828.81
17518,116,Leonardo Córdova,122305.9
17519,116,Rebeca Cruz,46533.53
17520,116,Marcela Marisela Colunga,56488.5
17521,116,Mtro. Elvia Farías,129684.55
17522,116,Jacinto Gonzalo Melgar,77789.05
17523,116,Felix Nájera Padrón,14979.86
17524,116,Homero Antonia Baeza,82655.59
17525,116,Mtro. Felix Castellanos,141185.55
17526,116,Gloria Indira Vallejo Ibarra,9449.02
17527,116,Adán Catalina Abrego Zelaya,144718.28
17528,116,Jorge Luis Rodolfo Montoya,5449.28
17529,116,Agustín Carolina Garza,7576.43
17530,116,Bernabé Mauricio Flores Nevárez,37045.81
17531,116,Pedro Ballesteros Regalado,98721.12
17532,116,Yolanda Beltrán Camacho,122963.37
17533,116,Dulce María Clemente Garza Santana,63153.81
17534,116,Alfonso Perla Peralta,33180.81
17535,116,Andrés Vera,100640.72
17536,116,Dr. Liliana Campos,51234.44
17537,116,Agustín Sierra,48080.32
17538,116,Martín Jacobo Varela Fajardo,59893.27
17539,116,Fabiola Aguilar,144329.48
17540,116,Lic. Ricardo Lomeli,64014.7
17541,116,Leticia Jonás Pedroza,100721.89
17542,116,Cynthia Orta,52002.69
17543,116,Rubén Anel Armas Gálvez,74148.23
17544,116,Judith María Elena Bueno Palomo,98837.69
17545,116,Irma Benítez,56140.33
17546,116,Alfredo Ruiz,84061.52
17547,116,Emilio Ariadna Gaytán,37473.16
17548,116,Yuridia Bustos,130159.15
17549,116,Renato Suárez Bétancourt,9793.2
17550,117,Clemente Timoteo Posada Garibay,46867.77
17551,117,Mtro. Timoteo Narváez,18455.78
17552,117,Lorena Lucero Cruz,26172.18
17553,117,Ilse Montalvo Escobedo,110575.41
17554,117,Flavio Irene Gómez Carrión,50822.98
17555,117,Hilda Tania Cazares,48660.61
17556,117,Andrés Elias Jaime Espinal,5283.49
17557,117,José Manuél Zambrano Montalvo,49465.33
17558,117,Jacinto Suárez Zapata,54081.94
17559,117,Iván Sanabria,110038.39
17560,117,Noemí Sanabria Coronado,3849.24
17561,117,María Luisa Carranza Blanco,142840.92
17562,117,Ing. Arturo Arias,36893.1
17563,117,Salvador Toledo,79194.7
17564,117,Espartaco Olivia Rodríguez Caraballo,65255.54
17565,117,Francisco Emilio Zamora Loera,101352.23
17566,117,Jaqueline Nadia Quintero Arce,77492.17
17567,117,Cecilia Paulina Bernal,135836.8
17568,117,Cristobal Teodoro Alemán,27680.92
17569,117,Eric Angulo Cadena,16348.77
17570,117,Concepción Itzel Valdés,13952.94
17571,117,Felix Jaime Alemán Rico,26499.45
17572,117,Carmen José Luis de Jesús Marroquín,47199.7
17573,117,Fidel Tomás Arias,22596.8
17574,117,Emilia Zacarías Chacón Oquendo,78662.18
17575,117,Lourdes Héctor Hernádez Santacruz,45825.65
17576,117,Ángel Paz Alcala,123426.05
17577,117,Guillermo Violeta Altamirano Ocasio,125479.45
17578,117,Andrés Porras Corona,121694.16
17579,117,Lucas Dalia Montañez,106165.44
17580,117,Sr(a). Reina Quintero,72970.1
17581,117,Dr. Marisol Rodríquez,141459.56
17582,117,Benjamín Alarcón,86166.56
17583,117,Luis Miguel Arteaga Quiñones,20758.34
17584,117,Amanda Olivia Meléndez,60591.37
17585,117,Carla Abelardo del Valle,124125.95
17586,117,Alvaro Meza,40486.11
17587,117,Alma Lucía Quiroz Velázquez,48184.61
17588,117,Lic. Gabriel Paredes,13536.49
17589,117,Zeferino Luz Dávila Carranza,2506.01
17590,117,Luz Carmen Pizarro,18106.52
17591,117,Esteban Irma Arias,123721.18
17592,117,Emiliano Maldonado Páez,51321.47
17593,117,Micaela Ochoa,129165.17
17594,117,Gonzalo Durán Espinal,16971.08
17595,117,Jaqueline Eugenio Malave,82533.05
