pid,restid,nombre_plato,descripcion,precio
192,19,Berenjenas al horno con queso feta,Accusantium mollitia in cupiditate. Iste ab magni sint voluptatem deleniti perferendis.,24996.97
193,19,"Ensalada de pollo, queso fresco y piñones",Est doloribus similique quasi natus occaecati ipsam. Hic quisquam quibusdam. Possimus inventore vero asperiores doloremque iusto nesciunt odio.,12931.05
194,19,Ensalada de canonigos con vinagreta de granada,Voluptatibus minus vitae commodi. Numquam expedita voluptates unde natus dolore illo.,23716.55
195,19,Atún a la plancha marinado en mostaza,Laboriosam blanditiis sunt minus ut magnam. Laboriosam omnis eum eum.,15499.41
196,19,Ensalada de lentejas con endivias,Accusamus quos deserunt eligendi. Delectus suscipit aut iusto aspernatur itaque nostrum perferendis.,13093.65
197,19,Ensalada de champiñón y calabacín,Doloremque vitae ullam nemo corporis voluptate nostrum. Dolorum rem enim libero nemo harum. Quisquam quam sapiente soluta nostrum sit omnis. A soluta dolorem natus optio amet provident.,10020.28
198,19,Fajitas,Velit autem nobis dicta vel voluptate. Culpa explicabo quasi non ea.,17613.38
199,19,Macarrones con verduras,Odio saepe iste in deleniti consequuntur corrupti. Optio perspiciatis error adipisci quia perferendis voluptates. Ullam voluptatibus voluptate blanditiis dignissimos maiores neque.,9271.5
200,20,"Ensalada de espinacas, queso de cabra, piñones, bacon",Quaerat vitae provident quidem. Deleniti qui consequatur tempora possimus ab.,10844.24
201,20,Ensalada templada de espinacas y verduritas,Amet tempora accusamus ex tempora aperiam veritatis. Debitis doloremque recusandae illo.,3190.04
202,20,"Ensalada de tomate, bacalao y queso de cabra",Natus fugiat vitae expedita aperiam distinctio culpa.,18786.11
203,20,Solomillo al hojaldre,Voluptatibus neque dolorum unde totam. Ad reiciendis ad quidem suscipit accusamus. Libero eum aspernatur iusto repudiandae animi quas mollitia.,24695.23
204,20,Arroz con calabacines,Laboriosam architecto vitae tenetur quis dolor expedita. Labore quis totam alias sapiente. Error saepe id facilis doloribus est aperiam.,13159.37
205,20,Revuelto de ajetes y gambas,Placeat est asperiores cumque excepturi. Mollitia sit doloremque numquam. Et voluptatibus nesciunt sunt minus ipsum.,3791.6
206,20,Lenguado frito,Reiciendis delectus reprehenderit nulla facilis eligendi. Reprehenderit in quia fuga. Sed ducimus corporis reiciendis.,15431.85
207,20,Atún a la plancha marinado en mostaza,Nulla voluptatibus quasi. Fugiat accusamus quod dolores cupiditate quae. Aspernatur voluptatem harum. Accusantium incidunt dignissimos praesentium repudiandae fuga fugiat ratione.,17967.04
208,20,Huevos rellenos,Sint possimus quia facilis molestiae ut. Maxime culpa perferendis commodi. Dolore eaque esse illo voluptates.,19369.59
209,20,Cuscús con vinagreta de alcachofa asada,Libero doloribus odit ipsam. Consequatur eos assumenda corporis laudantium.,18481.97
210,21,Flamenquines,Quisquam repudiandae inventore officia exercitationem. Quam aperiam voluptatem recusandae. Nesciunt officia aperiam cumque commodi error vel aliquam.,20715.64
211,21,Pollo al limón,Exercitationem nihil tempore nobis facere culpa nobis. Aliquid omnis ratione odit corporis modi. Autem repellendus iste sit doloribus.,11250.84
212,21,Fideos con calabacines,Fuga et aperiam laudantium temporibus eaque perferendis quas. Ad tenetur distinctio. Aspernatur minima repellat ab.,20072.6
213,21,Ensalada de garbanzos con comino,Nam quaerat dolores. Tempore quod culpa recusandae delectus unde harum molestias.,14044.54
214,21,Requetés,Expedita odit architecto nesciunt deserunt quia dolorum. Nesciunt deleniti ratione odit.,4880.6
215,21,Macarrones con verduras,Ullam nemo culpa ipsam nostrum. Atque esse odit dolor ratione asperiores. Accusantium necessitatibus optio porro reiciendis.,22364.98
216,21,Salchichas al vino,Dolor quis praesentium occaecati quis impedit nesciunt. Minus nulla earum sunt.,22756.09
217,21,Pollo al ajillo,Omnis atque temporibus nisi. Nam incidunt tenetur quam ratione.,10692.16
218,21,Ensalada de lentejas con endivias,In dolores animi doloremque eaque dolorem eum sit.,8519.53
219,21,Ensalada de zanahorias con frutos secos,Praesentium architecto ullam esse perspiciatis at. Tempore quas quidem nulla incidunt placeat a.,22948.84
220,22,Ensalada tibia de judías verdes con vinagreta de tomate,Nisi voluptate in vitae. Commodi qui reiciendis est. Repellat ut magnam illum illo odio. Expedita nemo nisi expedita numquam facere fugit.,18371.85
221,22,Legumbres salteadas con chorizo,Odit ullam officia nesciunt perferendis alias. Maxime cumque nulla.,12289.48
222,22,Paella,Sed ea sint mollitia doloremque dolore. Perspiciatis veritatis reiciendis optio consequatur quibusdam beatae rem.,17438.85
223,22,Tortillitas,Architecto architecto maiores numquam ad magni optio. Dolore quae repudiandae nemo sapiente aut. Deserunt soluta repellendus perferendis.,15189.5
224,22,Tortilla de calabacín,Pariatur exercitationem in deserunt. Soluta ex ipsum nam occaecati consequuntur quaerat. Incidunt possimus itaque voluptate corporis.,4595.59
225,22,Sanjacobo,Iusto quidem iusto tempore. Maxime officia debitis quae officiis dolores quod. Molestias praesentium beatae iste.,8192.03
226,22,Ensalada de canónigos y queso de cabra,Ea libero eos neque at labore. Harum occaecati similique.,17798.04
227,22,Cuscús al estilo griego,Quaerat deserunt culpa nostrum. Impedit reprehenderit consequatur eum ipsa laborum. Blanditiis deserunt culpa occaecati.,14981.23
228,22,Fettuccini con espárragos y jamón,Quidem esse nobis expedita minus. Quidem assumenda veniam molestiae.,19257.26
229,22,Cuscús con verduras,Labore molestiae repellendus aspernatur. Ipsum alias eaque voluptatem ipsum sint pariatur magnam.,15298.55
230,23,Bacalao estilo Rocío,Repellat consequatur quaerat repellendus. Temporibus voluptates facere.,15719.64
231,23,Empanada de bonito,Aliquam harum sint ea dolor recusandae. Quia excepturi praesentium. Facere rem accusantium sequi.,21389.77
232,23,Cuscús al estilo griego,Reiciendis hic molestias ducimus eveniet magni eius autem. Incidunt accusantium voluptate reprehenderit accusantium corporis. Aperiam perferendis doloremque.,17669.41
233,23,Marmitako,Modi voluptas totam molestias eum. Voluptatibus nostrum deserunt autem facere. Suscipit inventore libero modi.,19358.05
234,23,Ensalada de queso de cabra con mermelada de frambuesa,Voluptas id ex. Facilis tenetur at minima.,5193.66
235,23,Tortilla de calabacín,Saepe nesciunt sequi vel unde cupiditate. Ipsum expedita corporis delectus perferendis possimus.,16200.23
236,23,Spaguetti carbonara,Corporis voluptate mollitia temporibus ipsam quas molestiae. Cupiditate minus error ea.,13912.04
237,23,"Pasta con alcachofas, tomate y aceitunas negras",Culpa optio quisquam sit at. Vero assumenda molestiae repellendus nesciunt dolores a dolorem. Provident tenetur deserunt quis.,13427.16
238,23,Ensalada de espinacas en pomelo,Esse deserunt illo perferendis. Quibusdam nobis voluptatibus cumque quae suscipit possimus. Dolores voluptatibus corporis dolor hic exercitationem.,12078.03
239,23,Ensalada de Valencia,Quaerat voluptas nam aliquam adipisci ullam soluta. Velit ratione aperiam harum quibusdam sapiente.,5086.28
240,24,Canelones de atún,Dicta necessitatibus odit sapiente numquam. Unde quas sequi qui fugiat odit.,19149.69
241,24,Ensalada de espinacas en pomelo,Enim nostrum fugit sed. Ab qui culpa consequatur quaerat laboriosam.,3482.2
242,24,Ensalada Simone,Provident ducimus doloremque placeat enim hic. Ea repellat quas nisi. Illo repellat odio.,8297.26
243,24,Albóndigas,Error magnam sunt perspiciatis explicabo at. Temporibus quasi quibusdam tenetur adipisci vel totam exercitationem. Quos delectus veritatis facilis reprehenderit.,12310.72
244,24,Arroz a la campesina,Commodi aliquid laboriosam magni ab. Consectetur quia asperiores eaque voluptatibus. Tempore temporibus tempore ad.,19050.8
245,24,Legumbres salteadas con chorizo,Dolore in similique aliquid. Voluptatibus ullam alias laboriosam nam fugit. Voluptas nihil fuga est.,13445.06
246,24,Arroz con arrosillo,Laudantium mollitia suscipit fugiat repudiandae. Expedita error nisi. Harum occaecati at hic alias.,10419.75
247,24,Macarrones con berenjenas,Ipsum ad ullam minima soluta deleniti sunt. Magni quod numquam. Adipisci veniam quaerat mollitia cum laudantium.,16077.78
248,24,Caballa en escabeche,In numquam cum similique adipisci mollitia sit. Consectetur delectus aliquid voluptas et ipsa natus. Minus quaerat veniam corporis nam maxime.,14079.72
249,24,Mafaldine a la livornese,Qui voluptate ducimus rem mollitia minus explicabo. Voluptas provident labore cum est voluptas.,21602.6
250,25,Estofado de ternera a la sidra,Asperiores quos ad tenetur recusandae voluptate. Ipsa sunt id eius.,12125.82
251,25,Bonito a la vasca,Tempora vitae reiciendis occaecati. Corrupti hic magni dolor dolores possimus asperiores.,19247.02
252,25,Raviolis de queso y nueces con pesto de calabacines,Eum explicabo et cum laudantium. Quidem voluptates quae. Consequatur soluta incidunt.,22549.05
253,25,"Pasta con alcachofas, tomate y aceitunas negras",In nulla nobis reprehenderit dolore. Voluptatum recusandae aut sed recusandae eligendi. Aspernatur repellendus earum perspiciatis.,22914.62
254,25,Ensalada malagueña,A cupiditate iure eveniet odio. Beatae pariatur iure. Fugit natus asperiores aliquam aperiam.,11818.82
255,25,Dorada a la sal.,Dolorem eius aliquid maiores ipsa nisi asperiores.,22686.96
256,25,Canelones de atún,Cupiditate ab ab earum. Nemo qui suscipit beatae ut quibusdam ea. Ipsum eius ratione provident distinctio culpa.,13544.66
257,25,Spaguetti con salmón,Itaque a saepe iure nostrum. Commodi sapiente dolor.,9336.11
258,25,Ensalada de pollo con endibias y champiñones crudos,Ipsa optio tenetur temporibus voluptatibus eum nemo. Minus suscipit exercitationem expedita.,6965.64
259,25,Arroz a la cubana,Quas culpa nam temporibus quaerat quasi dolor. Autem amet sit.,9578.89
260,26,"Ensalada de rúcula, queso y frutos secos",Incidunt ad debitis natus asperiores eaque. Possimus aspernatur vero quidem possimus vel. Rem sit vero accusamus delectus qui expedita.,19175.67
261,26,Ensalada de arroz salvaje,Impedit accusantium soluta nisi. Itaque ex rem sint ut illum consectetur. Illum non tempora quaerat consequatur.,13854.0
262,26,Ensalada de queso de cabra con mermelada de frambuesa,Quaerat laboriosam assumenda molestiae ducimus quos perferendis. Repudiandae assumenda doloribus vel. Occaecati voluptatem delectus dolore atque ratione quam.,13743.76
614,61,Ensalada de arroz basmati,Est totam illo est illum laborum impedit.,20300.09
263,26,Pollo a la cerveza,Repellendus laborum excepturi ad deserunt assumenda asperiores. Ducimus nulla animi excepturi ab expedita quos. Atque totam voluptatem nihil.,3680.55
264,26,Ensalada de pera y queso emmenthal ,Magnam possimus veritatis officiis sint eum. Nobis quibusdam quas tenetur. Aut culpa ut sunt dolorum deleniti.,2298.36
265,26,Brochetas de solomillo.,Exercitationem aperiam iure numquam vel nemo. Autem odit quasi pariatur saepe ab.,16028.47
266,26,salpicón de marisco,Voluptate excepturi repellat eius accusamus. Veritatis consequatur consectetur non alias quae. Velit quisquam omnis officia.,5807.89
267,26,Ensalada de espinacas con jamón y vinagreta de cacahuetes,Dolores qui aliquam facilis fugiat. Voluptas accusamus ad accusamus. Odio quibusdam reiciendis blanditiis explicabo odio. Amet cumque natus doloremque occaecati.,11978.25
268,26,Pollo marinado con salsa de limón y miel,Rem ut autem error ut eligendi commodi amet. At laudantium sint numquam.,8094.01
269,26,Bonito escabechado a la riojana,Quis aliquam consequuntur repellat impedit officia. Quaerat recusandae modi nemo accusantium consequatur.,7344.85
270,27,Alcachofas guisadas con apio,Quisquam modi temporibus eum error. Similique repellat nulla explicabo quod aut.,15926.27
271,27,Spaguetti con almejas,Eveniet qui eaque asperiores culpa. Sunt quaerat fugiat.,22506.86
272,27,Ensalada de canonigos con vinagreta de granada,Ipsum reiciendis temporibus. Distinctio facilis repudiandae id ipsa reprehenderit ipsa.,24644.86
273,27,Spaghetti con chipirones y verdurillas,Itaque est magnam maxime. Dolorum commodi iusto exercitationem exercitationem autem earum.,7402.87
274,27,Taboulé,Cum nam rem sed laborum. Blanditiis quas maiores cupiditate nobis adipisci velit pariatur. Molestias quidem fugit autem vitae.,18737.67
275,27,Garbanzos con Sanfaina,Adipisci harum tempore sint molestias voluptatem.,2359.24
276,27,Ensalada de pasta con naranja y nueces,Occaecati ad ipsum earum explicabo laborum pariatur. Hic sed vitae officiis quasi aliquid laboriosam.,4734.41
277,27,Ensalada de garbanzos a la naranja,Sit maxime nam et inventore id totam. Fugit aliquid error vero ipsum. Hic deleniti magnam numquam rem culpa dolor.,4711.99
278,27,Ensalada de lentejas y queso curado,Quis tempore laborum repudiandae.,3365.06
279,27,Pollo frito,Temporibus autem blanditiis officiis quae enim laudantium. Praesentium similique animi magni atque occaecati culpa. Odit minus dolores voluptatem.,12668.76
280,28,Macarrones con calabacin,Dolorum sint sit reprehenderit consequuntur voluptatum. Ut in ad officiis labore assumenda. Ea recusandae qui et ipsum adipisci odit.,5072.96
281,28,"Macarrones con calabacín, pimientos y tomates",Pariatur est aspernatur aut.,24533.41
282,28,Ensalada de champiñón y calabacín,Aut quaerat dicta aliquam facere. Id asperiores unde.,16633.85
283,28,Alcachofas guisadas con apio,Modi itaque ex voluptatibus. Molestiae culpa voluptate enim.,14349.35
284,28,"Ensalada de naranja, rúcula y bacalao ahumado con aceite de mango y mostaza",Fugiat explicabo tenetur perspiciatis. Est maiores eum pariatur saepe consequuntur.,9189.68
285,28,Dorada al horno,Minus impedit eligendi facere. Nulla fugiat vitae ab magni voluptas harum debitis.,23135.24
286,28,Ensalada de lentejas,Dolorum expedita modi libero. Ullam distinctio facere quidem laudantium.,24863.69
287,28,Albóndigas de bonito,Velit odit vitae ipsum repellendus inventore. Veniam reprehenderit quia.,13141.05
288,28,Huevos rellenos,Totam eum modi. Repellendus ratione quam perspiciatis assumenda.,3920.08
289,28,"Macarrones con calabacín, pimientos y tomates",Et neque dolores molestiae quia ex. Voluptas laborum consequuntur soluta expedita velit et. Accusamus at tempore autem magnam possimus repellendus.,11347.06
290,29,Ensalada de espinacas en pomelo,Sunt in fugiat iure tenetur dicta dolor. Saepe sed veniam repellendus.,9504.03
291,29,Ensalada de naranja y jamón de pato,Aliquid nemo saepe quo laudantium distinctio voluptatum a. Voluptatem maxime ad reiciendis odio consequatur.,18297.75
292,29,Flamenquines,Reiciendis pariatur sed quae odit. Corporis sit dignissimos facere dolore nemo recusandae non.,17072.22
293,29,Pollo al ajillo,Nemo pariatur non dolorem. Temporibus natus adipisci deleniti dolore.,17774.06
294,29,Spaghetti con chipirones y verdurillas,Doloribus labore blanditiis inventore dolore aliquid adipisci modi. Minus ipsum ad nihil ex.,19724.24
295,29,Pollo marinado con salsa de limón y miel,Harum facere ut suscipit. Suscipit dolore culpa architecto distinctio. Quaerat sint similique magnam. Odit sunt eveniet et placeat quia itaque.,22375.72
296,29,Espaguetis con puerros,Voluptate quo libero corrupti. Quibusdam id incidunt distinctio facilis.,12220.94
297,29,Caballa al horno,Eos exercitationem laborum ipsum ab ad. Quam officia vero adipisci labore officia. Aliquid libero expedita deserunt minus labore.,8950.47
298,29,Huevos rellenos,Repellat placeat possimus.,20772.0
299,29,Salmón en papillote,Quae dolores eius magnam. Odio animi accusamus distinctio molestias ducimus provident quibusdam. Quia quis nulla perferendis inventore.,2556.37
300,30,"Spaguetti con pulpo, verduritas y salsa de soja",Provident quod culpa. Eius reprehenderit quibusdam architecto voluptas recusandae molestiae commodi. Labore voluptate id neque.,21645.65
301,30,Empanada de bonito,Deleniti sapiente nesciunt quasi eligendi ad nesciunt praesentium. Totam sit minima porro dolorum placeat sed.,3548.1
302,30,Empanada de bonito,Distinctio debitis similique itaque. Ipsum iste corporis praesentium id.,14568.66
303,30,Raviolis de queso y nueces con pesto de calabacines,Modi fuga velit dicta incidunt quo. Ducimus quibusdam eius ipsum et quas laboriosam. Voluptas accusantium beatae aperiam saepe.,2503.0
304,30,Ensalada de Valencia,Maxime consequuntur culpa molestiae quasi enim deserunt perferendis. Facilis cupiditate error vitae quaerat rerum.,5453.38
305,30,Ensaladilla de Vitoria,Quia placeat blanditiis autem. Vel earum ipsa incidunt necessitatibus voluptates reprehenderit.,3943.06
306,30,Ensalada polluda,Non voluptatum sequi vero voluptatibus voluptatem dolorem modi. Quis quae explicabo cupiditate itaque voluptatibus tenetur quam.,24953.27
307,30,Ensalada de queso de cabra con mermelada de frambuesa,Accusantium illum ipsum dolorem cum totam officia. Alias eum non dolorum. Laboriosam tempora eveniet natus doloribus suscipit porro.,2119.77
308,30,Cuscús con vinagreta de alcachofa asada,Saepe nisi placeat dolor. Illum iste consequuntur soluta odit esse similique.,4434.02
309,30,Lasaña con champiñones,Laboriosam numquam ratione architecto quae dolorem. Culpa suscipit quasi in porro. Ad amet perspiciatis laborum perspiciatis et libero exercitationem.,4888.52
310,31,Salteado de garbanzos con pollo y verduras,Sapiente minima asperiores asperiores dignissimos. Occaecati rerum culpa repudiandae dignissimos iste.,2274.68
311,31,Salmón en papillote,Unde libero nesciunt occaecati esse repellendus debitis dolorem.,7936.77
312,31,"Ensalada de rúcula, queso y frutos secos",Earum soluta ullam aliquam eaque praesentium fuga. Iusto magni odio minus alias.,13738.96
313,31,Tortilla de patatas,Ullam voluptatem voluptatibus. Soluta alias cumque sit voluptatem culpa adipisci. Placeat dolores molestiae.,17446.12
314,31,Besugo Vitoria,Voluptate soluta ratione doloremque vel numquam. Autem ea iusto corporis est. Provident quam iusto possimus doloribus atque aperiam. Quasi voluptatem quis quae.,12565.38
315,31,"Ensalada de naranja, rúcula y bacalao ahumado con aceite de mango y mostaza",Iure a voluptate corporis. Vel unde quaerat dolorum iste voluptatem.,23769.78
316,31,Carpachio de champiñones con vinagreta caliente de jamón,Excepturi accusamus mollitia voluptatum saepe commodi. Modi modi sed dolorem dolores. Velit quidem quos sequi saepe repellendus.,5185.51
317,31,Legumbres salteadas con chorizo,Possimus quam odit. Quo a facilis deserunt iste veniam. Quod itaque debitis delectus.,17561.16
318,31,Spaguetti con almejas,Quibusdam cupiditate necessitatibus in officiis esse assumenda. Optio ad vero earum sunt ea delectus. Corporis cumque earum optio magnam vel magnam. Dolor consequuntur minima quasi ipsum.,6175.67
319,31,Ensalada de naranja y jamón de pato,Placeat id dolorum nihil amet reiciendis. Reiciendis vitae corrupti esse. Ea ducimus reprehenderit vero.,9906.34
320,32,Ensalada de pollo con endibias y champiñones crudos,Porro doloribus doloribus sequi alias repudiandae. Dolore id exercitationem ea quasi. Delectus suscipit accusantium.,18227.37
321,32,"Ensalada de tomate, bacalao y queso de cabra",Sunt laborum accusamus ullam quidem perspiciatis. Nihil dolorem sint placeat praesentium porro repellat.,19512.55
322,32,Solomillo al hojaldre,Expedita inventore qui assumenda. Commodi libero aperiam voluptatibus.,13390.39
323,32,Huevos rellenos,Ratione quae assumenda qui laboriosam. Quisquam ipsum voluptatibus provident ea necessitatibus vel. Aperiam excepturi deleniti voluptas ex nobis.,9121.33
324,32,"Spaguetti con pulpo, verduritas y salsa de soja",Consequatur eligendi quasi velit odit quisquam qui ratione. Magnam cupiditate unde molestias ullam tempore vitae corrupti. Molestias expedita maxime corporis.,14752.47
325,32,salpicón de marisco,Cumque harum perspiciatis deserunt. Ab optio fuga iusto. Optio delectus aut magni magnam non.,14124.38
326,32,"Ensalada de naranja, rúcula y bacalao ahumado con aceite de mango y mostaza",Harum ipsam eligendi dolorum rerum. Assumenda rem illo hic. Commodi praesentium reprehenderit enim tempore impedit.,9664.97
327,32,Alcachofas a la catalana,Quam aliquam odit itaque quas corrupti alias. Quas similique voluptates architecto aspernatur voluptatem quibusdam.,22515.41
328,32,Atún a la plancha marinado en mostaza,Dolore saepe hic ab non consequuntur esse. Consequuntur placeat quos accusantium. Voluptatum sequi quos eveniet voluptate.,4423.58
329,32,Spaguetti con almejas,Quam hic necessitatibus iusto voluptatibus porro deleniti. Voluptate velit cupiditate dolorem nulla maxime ratione beatae. Non accusantium consequatur error facilis repudiandae.,12570.42
330,33,"Ensalada de canónigos, jamón de pato y perdíz escabechada",Culpa veniam a repellendus consequuntur fugit. Quod quaerat perferendis blanditiis recusandae nemo possimus omnis.,9000.53
331,33,Filetes pollo a la plancha,Tempore sunt quae hic quae explicabo. A et laudantium dolores aliquid ea. Nobis perspiciatis ex suscipit neque quidem culpa animi.,18014.93
332,33,Arroz con calabacines,Sapiente nemo sapiente labore voluptas. Facilis consequuntur unde sed beatae eveniet voluptatum.,18332.13
333,33,Spaghetti con pesto a la siciliana y piñones,Inventore facere provident animi explicabo doloremque animi.,6695.94
334,33,Sanjacobo,Illum laborum maiores fugiat quasi consectetur maxime. Eos accusamus illo accusantium alias et perferendis asperiores.,21906.81
335,33,Arroz con calabacines,Maiores dolorum repellendus itaque in doloremque. Libero fuga quasi iste. Odio mollitia perspiciatis nisi fugiat.,11839.17
336,33,Spaghetti con pesto a la siciliana y piñones,Molestias doloribus vel praesentium iste. Nostrum recusandae totam rem vitae perspiciatis. Sunt commodi possimus voluptate error atque.,20517.18
337,33,Ensalada de Florinda Chico,Odio ipsam beatae odit asperiores temporibus autem.,14191.04
338,33,Pollo al limón,Vel possimus quod laborum.,23695.78
339,33,Spaguetti con salmón,Veniam repellat libero laboriosam veritatis. Earum eius pariatur nulla mollitia. Distinctio libero quae consequuntur laboriosam.,24178.42
340,34,Fideos con calabacines,Sequi ea consectetur deleniti corrupti voluptatibus eos. Ab libero provident rem temporibus enim repellat.,7722.72
341,34,Ensalada de canonigos con vinagreta de granada,Ea mollitia ipsa facilis maxime sint explicabo odit. Culpa earum suscipit soluta ea quia debitis.,7682.54
342,34,Albóndigas,Culpa quos aspernatur expedita vitae eos. Earum debitis autem accusantium dolorum dolores reprehenderit.,7734.58
343,34,Ensalada de lentejas,Unde vel vero libero corporis saepe optio. Voluptatem rerum nostrum beatae aliquid quaerat. Aspernatur natus ut excepturi.,6658.22
344,34,Macarrones integrales al pesto con jamón ibérico y nueces,Accusantium minima culpa amet exercitationem dicta consequatur.,15405.1
345,34,Pollo frito,Incidunt eius quas quis quaerat necessitatibus. Saepe itaque veniam veniam molestiae eius.,16280.93
346,34,Pollo a la cerveza,Non fugiat iusto et harum aspernatur. Quia accusantium molestias.,5081.3
347,34,Requetés,Eius occaecati voluptate dolor voluptas dignissimos. Minus tempore odio asperiores harum. Ab maiores rerum aspernatur quae numquam laudantium. Cumque cum molestias perspiciatis rem quisquam debitis.,17923.06
348,34,Macarrones con atún y tomate,Quasi earum culpa asperiores corrupti a ratione modi. Veniam quod quibusdam. Laborum ipsum quibusdam eligendi quod culpa. Repellat fuga impedit.,12296.04
349,34,Champiñones con puerros,Consectetur dolores cum commodi voluptatibus doloribus. Asperiores placeat quas harum. Harum autem asperiores aut modi.,8523.71
350,35,Ensalada campera,Necessitatibus autem magni reprehenderit. Tempora at delectus. Commodi totam repudiandae ratione omnis.,9714.85
351,35,Ensalada de calabacín y salmón marinado,Eius id adipisci sint consectetur necessitatibus. Explicabo eos eius iste velit nesciunt.,13372.8
352,35,Ensalada de pollo,Magnam sequi cumque tempore. Iste velit commodi maiores quisquam laudantium. Ad quidem nam voluptas quo fugiat. In autem alias laudantium.,9510.4
353,35,Bonito encebollado,Non qui atque quas. Quo dolore architecto nisi temporibus.,19667.91
354,35,Taboulé,Autem accusamus blanditiis autem. Numquam quaerat architecto ratione temporibus. Consequuntur facere perferendis.,10474.76
355,35,Salmonetes con tomate,Enim architecto officia beatae quia. Labore nam animi alias voluptas quisquam nemo. Veritatis officiis maxime aspernatur.,24748.5
356,35,Mafaldine a la livornese,Excepturi cum reprehenderit. Occaecati iste voluptas voluptatem magnam provident voluptates ducimus. Iste labore provident minus officia doloribus. Voluptate rerum labore eum tempora perferendis saepe.,10424.32
357,35,Pollo a la cerveza,Necessitatibus tenetur provident similique autem nostrum. Quia recusandae quo similique nisi vitae. Suscipit eos voluptates labore perferendis.,24033.78
358,35,Ensalada de canonigos con vinagreta de granada,Qui dolores ducimus.,5208.55
359,35,Arroz integral con verduras al curry,Temporibus dolor officiis rem quae. Necessitatibus saepe maiores facere nobis voluptatibus. Dolores mollitia iusto culpa nisi dolores.,12313.39
360,36,Estofado de ternera a la sidra,Libero facere optio in excepturi cumque dolorum. Amet dolore nobis eos autem odit.,13170.87
361,36,Tortilla de patatas,Ea libero aut nulla. Assumenda facere expedita fugiat libero vel nostrum. Consequatur voluptates fugit voluptate sint. Sequi animi voluptate rerum ipsum blanditiis delectus.,16794.91
362,36,Filetes pollo a la plancha,Deleniti possimus alias dicta suscipit animi consectetur. Ratione doloribus repellat quam.,16206.03
363,36,Arroz Eva,Commodi ea commodi. Est nisi dolorum dolore harum earum tempore. Nemo ea ducimus praesentium. Possimus temporibus temporibus dignissimos commodi consectetur.,24892.26
364,36,Ensalada de alubias,Tempore dolorem voluptatem blanditiis aut quibusdam inventore. Voluptatibus eius adipisci corporis nam sit.,24059.31
365,36,Bacalao estilo Rocío,Quia voluptates a non temporibus esse. Rerum voluptatibus fuga atque tempora vel occaecati.,11577.47
366,36,Ensalada de canonigos con vinagreta de granada,Dignissimos ullam qui nostrum. Recusandae totam voluptatibus error.,2999.48
367,36,Macarrones blitz,Dolore facere quidem cumque voluptates ipsum atque. Voluptatibus repudiandae neque voluptatibus fugit. Enim excepturi natus repudiandae perferendis non accusantium.,20783.5
368,36,Fetuccini con berenjenas,Nobis rerum accusamus explicabo ea similique perspiciatis reiciendis. Possimus quibusdam explicabo mollitia. Ut perspiciatis rerum reprehenderit fugit suscipit.,23430.21
369,36,Guisantes com jamon,Ea totam et odio numquam aliquid ut vel. Vel est debitis dolorum eligendi.,23358.39
370,37,Ensalada Simone,Harum corporis asperiores numquam praesentium quae magnam quos. Odio cum quas sapiente odio exercitationem minima nisi. Adipisci totam doloremque amet architecto dolor.,16966.84
371,37,Pollo frito,Repellat quidem rem culpa corporis dolorum.,15308.54
372,37,Macarrones con atún y tomate,Possimus quaerat mollitia eos velit. Et ratione porro recusandae minima earum.,8460.79
373,37,Solomillo al hojaldre,Enim quod ratione exercitationem ab sint repellat. Dicta natus quasi labore saepe.,19341.59
374,37,Caballa en escabeche,Voluptates neque aliquam impedit. Enim illum repellat ducimus qui molestias natus. Deleniti commodi neque dolorum.,20718.36
375,37,Lenguado frito,Eligendi veniam ipsam explicabo quia eaque enim ipsa. Aliquid repellendus quaerat iste.,16204.3
376,37,Ensalada de verduras a la plancha con escarola,Iure impedit dicta beatae saepe ullam provident. Minus minima impedit incidunt.,5137.92
377,37,Legumbres salteadas con chorizo,Alias sint odio sunt. Iste sapiente facilis voluptate.,7396.63
378,37,Pollo con almendras,Dignissimos sit dolorum optio quaerat porro aspernatur. Tempore at fuga. Ipsam occaecati quae modi. Quisquam voluptate voluptatem nostrum.,2509.63
379,37,Carpachio de champiñones con vinagreta caliente de jamón,Laboriosam ipsum non porro. Quo voluptate voluptas amet delectus unde.,14593.1
380,38,Pollo con almendras,Error nostrum libero alias ducimus architecto quisquam. Natus ipsam ab. Beatae ullam pariatur aliquam exercitationem et facilis.,22430.19
381,38,Ensalada de pollo con anacardos,Atque aperiam quibusdam blanditiis rerum ad officia. Aspernatur alias iste in. Voluptate voluptates quaerat.,23684.56
382,38,Ceviche de dorada y langostinos con mango,Officia eos hic veniam.,12751.8
383,38,Risotto de ibérico y boletus,Libero labore temporibus doloremque autem voluptatibus cumque. Nisi consequuntur provident voluptatum. Suscipit quos quos neque expedita quas odio voluptas.,23946.54
384,38,Espaguetis con gambas al ajillo,Fugit deserunt quaerat quos nemo. Corrupti quo eum nisi et provident. Assumenda ad accusantium accusamus quae eaque.,24182.65
385,38,Pollo al limón,Consequatur beatae nesciunt. Aliquid tenetur illo ab delectus velit inventore. Totam accusantium quam facere ratione odit.,23806.48
386,38,Pollo frito,A ipsum quos. Dolore nam iste nemo voluptas error. Numquam neque harum porro.,16301.1
387,38,Puré de zanahorias,Sit dolore dolores ex voluptas. Ut nulla eveniet quibusdam soluta delectus.,21888.21
