sid;nombre_sendero;largo;dificultad;duracion
302;LA ALBINA DEL LITORAL DE ROTA;12251.235;PROFESIONAL;268
303;CARISSA AURELIA VERDE DOS BAHIAS. TRAMO IV;13310.3458;ALTA;34
304;LAS ALBINAS DE MILLAN;1868.8086;MUY ALTA;286
305;LA ALBINA DE VALDEINFIERNO;19136.4789;PROFESIONAL;184
306;ENCINAR DE VICOS AGUILILLAS - LAS GUAREÑAS;9254.7055;MEDIA;111
307;LOS ALGARBES-BETIJUELO DEL CAPITÁN;14290.6571;MUY ALTA;135
308;SANTUARIO DEL BACINETE DEL CAPITÁN;2308.0243;MEDIA;111
309;CARISSA AURELIA DEL EMBALSE DE ARCOS;12353.5987;MUY BAJA;208
310;CERRO DEL TAMBOR VIAJE EN EL TIEMPO;18846.4905;MUY ALTA;184
311;PUERTA VERDE DE SAN ROQUE GUAREÑAS - LA SUARA;1032.2738;ALTA;161
312;CERRO DEL RAYO CABRITO - PUERTO DEL BUJEO;2601.8056;MEDIA;133
313;COLA DEL EMBALSE DE BORNOS SALTADERO;12943.8308;MUY BAJA;55
314;SUBIDA AL PICACHO TORREÓN;5061.1636;MUY BAJA;109
315;ARROYO DE VALDEINFIERNO DE LA ALGAIDA-SALINA DESAMPARADOS;13224.2976;MEDIA;35
316;ARROYO DE VALDEINFIERNO VERDE DE SAN ROQUE;14872.0604;BAJA;228
317;ALBERITE VIAJE EN EL TIEMPO;16837.8256;MUY ALTA;244
318;PUERTA VERDE DE SANLÚCAR DE BARRAMEDA DE LOS TOLLOS;14588.4147;BAJA;144
319;DEHESA DEL BOYAR ANTIGUA LAGUNA DE LA JANDA;11057.5357;PROFESIONAL;228
320;LA ANTIGUA LAGUNA DE LA JANDA DE MORÓN-MIRADOR DE LAS TOSCAS;1102.4808;ALTA;99
321;RÍO ROCINEJO ;10375.6884;ALTA;149
322;ARROYO DEL DESCANSADERO AL PICO ALBARRACÍN;3346.9983;PROFESIONAL;213
323;LOS LANCES DE SAN ANTÓN;12130.1564;BAJA;258
324;CAÑADA REAL DE JEREZ A RONDA DE LA TORRE;13860.2751;MUY ALTA;205
325;GARGANTA DE LA FUENTE SANTA DE FARDELA;5805.993;PROFESIONAL;201
326;CABO DE TRAFALGAR-CONIL DE LA FRONTERA AMIGOS - RÍO ARILLO;15786.6853;MUY BAJA;98
327;EL SALTILLO PUNTA CARNERO A GETARES;16138.3396;MUY ALTA;106
328;TAVIZNA-EMBALSE DE LOS HURONES DE TRAFALGAR-CONIL DE LA FRONTERA;4891.9403;PROFESIONAL;34
329;RÍO GUADALMESÍ DE BENAJIMA;11644.5887;PROFESIONAL;262
330;CALLEJÓN DEL MOLINO DE LA ASOMADA;12559.8173;MEDIA;99
331;PUERTA VERDE DEL PUERTO DE SANTA MARÍA SALINA-FANGOS MAREALES DEL RÍO BARBATE;19927.3824;ALTA;274
332;PICACHO-PEGUERA DE LAS MOCITAS;1298.1723;PROFESIONAL;116
333;PUERTO DE BOLONIA-PULIDO DE LA VENTA DEL SILLETERO;10363.2115;MEDIA;123
334;CALLEJÓN DE LAS MOCITAS DE BARRIDA;16624.8511;BAJA;135
335;CAMINO DE LOS PESCADORES DEL TAJO;11432.1886;ALTA;290
336;CALAS DE ROCHE VERDE DE BORNOS;2348.2683;ALTA;85
337;CERRO DE LOS BATANES MESA DEL ESPARRAGAL;12139.1491;PROFESIONAL;112
338;VÍA VERDE DE BORNOS DEL GUADIARO;5007.3388;ALTA;115
339;DESCENSO DEL ARROYO DE LA GARGANTA DEL BOYAR VERDE DEL PUERTO DE SANTA MARÍA;11990.7554;ALTA;33
340;CAÑADA REAL DE CORDERO DE FARDELA;14055.9623;PROFESIONAL;111
341;ARROYOMOLINOS DEL GUADIARO;5304.864;MEDIA;194
342;PUERTA VERDE DE SANLÚCAR DE BARRAMEDA DE FUENTE AMARGA;16406.7326;PROFESIONAL;70
343;CALAS DE CONIL ;1657.4284;MEDIA;265
344;FRONTERA FORESTAL VERDE DE LA COSTA NOROESTE;9858.9603;BAJA;91
345;CONIL DE LA FRONTERA-VEJER DE LA FRONTERA PINSAPAR;13451.4999;MUY BAJA;277
346;OJO DEL MORO DEL ENDRINAL;7697.6068;BAJA;115
347;MONTE DE HIGUERÓN ZAHARA - EL GASTOR;11423.7537;MEDIA;270
348;PUERTA VERDE DE SANLÚCAR DE BARRAMEDA DEL CALVARIO;10933.0646;MUY ALTA;174
349;GARGANTA DE MILLAN CAÑUELO;15449.6753;PROFESIONAL;65
350;LAS PLATERAS DE LAS VIÑAS;15981.7314;ALTA;70
351;COLA DEL EMBALSE DE BORNOS AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS;16563.686;MUY ALTA;37
352;COMPLEJO ENDORREICO DE CHICLANA MUELA-LOS NACIMIENTOS;6448.2838;PROFESIONAL;105
353;LA MONTERA DEL TORERO DE LOS PESCADORES;14140.59;PROFESIONAL;93
354;CAMINO DE LOS PESCADORES GUADALMESÍ;8480.2051;MUY BAJA;214
355;DEL ACANTILADO DEL LITORAL DE ROTA;18568.2473;PROFESIONAL;171
356;PICACHO-PEGUERA DE CAMINOS;18270.071;BAJA;44
357;TAJILLO Y TAJO TESORILLO;16206.615;PROFESIONAL;217
358;GARGANTA DE MILLAN DE ESPERILLA;12523.2547;MUY ALTA;166
359;LA TEJA PALANCAR;12073.1307;MEDIA;107
360;HUERTA LAGARÍN MAJACEITE;11700.5797;MUY BAJA;178
361;SUBIDA AL TAJO DE UTRERA DE ZAFRAMAGÓN;17952.1579;PROFESIONAL;268
362;CALLEJÓN DEL MOLINO AURELIA;5479.8267;MUY ALTA;155
363;LA TEJA DE LA JANDA;4114.9475;BAJA;256
364;SALINAS Y CAÑADAS DE PRADO DEL REY Y  EL BOSQUE VERDE DE BORNOS;13762.1462;ALTA;106
365;LA MUELA-LOS NACIMIENTOS DEL GUADIARO;17286.8774;BAJA;164
366;DUNAS DE SAN ANTÓN CARRASCÓN;4117.2013;MUY ALTA;205
367;DEL ACANTILADO VERDE DE CHICLANA;6440.611;ALTA;259
368;CAMINO DE LAS SALINAS DE SAN BARTOLOMÉ;18436.9801;MUY BAJA;192
369;CAMINO ALTO DE EL BOSQUE DEL BUJEO - HOYO DE DON PEDRO;12845.9031;MUY BAJA;59
370;PUERTA VERDE DE SAN ROQUE DE LA FUENTE SANTA;14376.0451;MEDIA;118
371;DOLMEN DE LOS LAJARES Y CANCHA BERMEJA DEL REPUBLICANO;17984.0833;MUY BAJA;270
372;CALAS DE ROCHE CALZADA DEHESA BOYAL;1368.6758;MUY ALTA;181
373;PUERTO DE LAS PALOMAS - CERRO DE COROS DEL DESCANSADERO;7266.9794;ALTA;33
374;CERRO DEL RAYO DE LOS FRANCESES;18179.8142;MEDIA;35
375;CORREDOR VERDE DOS BAHIAS. TRAMO III VENTAS TRASHUMANTES;6916.5135;MUY BAJA;163
376;COLA DEL EMBALSE DE BORNOS DE MONTECOCHE;17550.3566;MEDIA;161
377;COLADA DE LA COSTA QUEBRADAS;17437.7371;MUY BAJA;38
378;COMPLEJO ENDORREICO DE CHICLANA DE LA ALGAIDA-SALINA DESAMPARADOS;15236.6031;PROFESIONAL;247
379;COLADA DE LA REGINOSA DE ARCOS;3385.7973;MUY BAJA;145
380;QUINTAS DE ALGAR DEL CAPITÁN;4283.9271;MUY BAJA;283
381;LOMO DEL JUDÍO DEL TAMBOR;17711.6323;PROFESIONAL;94
382;EL CABRITO - PUERTO DEL BUJEO DEL DORNAJO;11602.0793;ALTA;260
383;VEJER DE LA FRONTERA-PALOMAR DE LA BREÑA ACANTILADO;19065.8587;MUY BAJA;233
384;PASADA DEL BOYAL- LA SUARA DE MILLAN;3292.2057;PROFESIONAL;239
385;LAGUNAS LAS CANTERAS Y EL TEJÓN DEL CABRERO;3141.3371;ALTA;129
386;CAMINO DE LAS SALINAS DEL GUADALETE;11895.5168;MEDIA;129
387;ANTIGUA SALINA-FANGOS MAREALES DEL RÍO BARBATE PUENTES ROMANOS DE MEDINA SIDONIA;3021.2844;ALTA;149
388;PUERTA VERDE DE SAN ROQUE DE LA COSTA;1984.3773;PROFESIONAL;59
389;PUERTA VERDE DE JEREZ DE LA FRONTERA DE LA ERA EMPEDRADA;16165.4752;ALTA;242
390;CABO DE TRAFALGAR-CAÑOS DE MECA CALZADA DEHESA BOYAL;16408.8811;PROFESIONAL;274
391;EL CARRASCÓN ALBINA;1545.5933;ALTA;85
392;PUERTA VERDE DE LA LÍNEA DE LA CONCEPCIÓN DEL ENDRINAL;9216.7229;MUY ALTA;160
393;VEGA DEL GUADIARO VERDE DOS BAHIAS. TRAMO I;3630.564;MUY ALTA;146
394;CAMINO DE LOS PESCADORES REAL DE JEREZ A RONDA;4594.4004;BAJA;229
395;SILLA DEL PAPA DE LA ERA EMPEDRADA;10456.9775;BAJA;143
396;ARROYO DE VALDEINFIERNO DEL CALVARIO;9513.7866;MUY ALTA;192
397;CERRO DEL AGUILA PINAR DEL REY AURELIA;2333.0359;MUY ALTA;110
398;SALINA SANTA MARÍA DE JESÚS ALBINAS;19352.0092;MEDIA;241
399;ZONA RECREATIVA PINAR DEL REY TESORILLO;11491.2757;BAJA;226
400;GR-7 VERDE DE LA SIERRA;17149.6036;MUY BAJA;160
401;EL CABRITO - PUERTO DEL BUJEO CALZADA ROMANA;19431.687;MUY BAJA;92
402;LA MONTERA DEL TORERO DEL BOYAR;18898.6599;ALTA;288
403;MEANDROS DEL GUADALETE ALBINAS;13298.087;MUY ALTA;85
404;LA PEÑA VERDE DE SAN FERNANDO;11718.5985;MEDIA;214
405;LA CALZADA DEHESA BOYAL GANADERAS DE JIMENA;10069.7603;ALTA;272
406;SIERRA DE LAS VIÑAS RURALES DE BENALUP-CASAS VIEJAS;2185.0079;MUY ALTA;79
407;COMPLEJO ENDORREICO DE CHICLANA TESORILLO;13978.8899;ALTA;72
408;COLADA DE FUENTE AMARGA VERDE DE LA SIERRA;14357.5247;MEDIA;106
409;ALBERITE DE GAIDOVAR;2212.1649;ALTA;167
410;PUERTO DEL BUJEO - HOYO DE DON PEDRO AL TAJO DE UTRERA;15423.0498;MUY BAJA;116
411;RÍO HOZGARGANTA HONDO;2792.495;MEDIA;179
412;CORREDOR VERDE DEL LITORAL COSTA BALLENA-CHIPIONA DE LOS PALOMINOS;4031.7809;MUY ALTA;207
413;CALAS DE CONIL TREN DEL AZÚCAR;2323.5698;PROFESIONAL;100
414;CERRO DEL RAYO DE EL BOSQUE-CAMINO DEL ESPINO;2866.005;ALTA;109
415;CAMINO DE CHAVARRIA ;9770.4702;PROFESIONAL;219
416;PICACHO-PEGUERA DEL CABRERO;10257.5601;MUY BAJA;211
417;CAMINO ALTO DE EL BOSQUE ERMITA Y EL SANTO;1492.4647;MUY BAJA;48
418;LAS PLATERAS DEL RATÓN;6363.8222;PROFESIONAL;251
419;LA MUELA-LOS NACIMIENTOS DEL LITORAL DE ROTA;19260.3598;BAJA;296
420;SENDA DE LOS PRISIONEROS VERDE DE LA SIERRA;6222.3115;ALTA;47
421;VÍA VERDE DE LA COSTA NOROESTE DE TRAFALGAR-CONIL DE LA FRONTERA;11079.2265;MUY BAJA;265
422;FRONTERA FORESTAL ;4574.6421;MUY ALTA;50
423;SIERRAS DEL RETÍN Y LA PLATA DEL ALJIBE;6057.0577;PROFESIONAL;102
424;CORREDOR VERDE DOS BAHIAS. TRAMO IV DE LA CAÑADA DE MÁLAGA;8782.3358;BAJA;49
425;LOS ALGARBES-BETIJUELO VERDE DE LA SIERRA;17886.7039;ALTA;73
426;PUNTA DEL BOQUERÓN DEL EMBALSE DE BORNOS;15370.1506;PROFESIONAL;283
427;RUTA DE LA PLAYA DE LA BARROSA LLANOS DEL BERRAL;13888.3379;MUY BAJA;215
428;SILLA DEL PAPA TORUÑOS;13845.4315;BAJA;161
429;SILLA DEL PAPA DE EL BOSQUE-CAMINO DEL ESPINO;10192.0242;MEDIA;67
430;LA MONTERA DEL TORERO DEL BACINETE;8291.0403;BAJA;54
431;CORREDOR VERDE DEL PARQUE DE LAS CAÑADAS TRES PINOS;14253.3932;ALTA;213
432;LA ERMITA Y EL SANTO A LA CRUZ DEL TAJO DE UBRIQUE;14076.6609;MUY ALTA;201
433;PUERTA VERDE DE JEREZ DE LA FRONTERA DEL PILAR;3235.8523;BAJA;42
434;VILLALUENGA-NAVAZOS DE CAOS DEL DORNAJO;9632.3357;MUY BAJA;223
435;LOS ALGARBES-BETIJUELO DE LAS MOCITAS;17231.9005;MEDIA;298
436;COLADA DE LA COSTA DEL DESCANSADERO;6310.2533;ALTA;102
437;PASEO AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS CAMARINAL;17626.8458;BAJA;291
438;CORREDOR VERDE DOS BAHIAS. TRAMO I VERDE DE LA SIERRA;5011.4667;ALTA;156
439;RÍO GUADALMESÍ ;13388.7978;BAJA;189
440;VALLE DE OJÉN VIAJE EN EL TIEMPO;17270.2107;PROFESIONAL;235
441;COLA DEL EMBALSE DE BORNOS ACANTILADO;18217.2849;MUY BAJA;218
442;SALINAS Y MARISMAS DE TREBUJENA DEL RAYO;1343.6219;MUY ALTA;181
443;RUTA DE LOS BANDOLEROS VERDE DEL PUERTO DE SANTA MARÍA;2033.5261;MUY BAJA;105
444;LOMA DE SAN BARTOLOMÉ ACANTILADO;16353.7808;MEDIA;158
445;PRESA DEL FRESNILLO DE FATES;16524.9203;BAJA;275
446;CAMINO DEL PILAR DEL ARROYO DE LA GARGANTA DEL BOYAR;10210.964;BAJA;193
447;CORREDOR VERDE DOS BAHIAS. TRAMO I ALMORAIMA;9214.6603;MUY ALTA;159
448;RIO MAJACEITE AL CERRO VERDUGO;12396.3273;PROFESIONAL;260
449;LAGUNA DE MEDINA DE TRAFALGAR-CONIL DE LA FRONTERA;14054.1572;MEDIA;299
450;MARISMAS DEL RÍO PALMONES DE LOS REMEDIOS;16204.4121;ALTA;224
451;LOMO DEL JUDÍO FRONTERIZO;15921.8318;MUY ALTA;247
452;LOS LANCES DEL FRESNILLO;4144.4261;PROFESIONAL;224
453;FRONTERA FORESTAL GANADERAS DE JIMENA;14786.2655;ALTA;139
454;DE PUNTA CARNERO A GETARES VERDE DOS BAHIAS. TRAMO II;2362.7775;MEDIA;161
455;RUTA DEL VIAJERO DEL DORNAJO;7791.0363;BAJA;147
456;CERRO DE LOS BATANES ROCHE;9684.2754;PROFESIONAL;40
457;CANUTO DE RISCO BLANCO CARRASCÓN;13747.0499;MEDIA;108
458;LA SUARA ALGAIDA;10803.3272;MUY BAJA;62
459;RUTA DEL VIAJERO DE LOS TOLLOS;16463.4767;ALTA;37
460;GARGANTA DE MILLAN DEL RAYO;2339.6523;MUY BAJA;200
461;DUNAS DE SAN ANTÓN TOLETA;7714.4099;MUY ALTA;225
462;PUERTO DE BOLONIA-PULIDO ALHAJA;17920.3208;ALTA;208
463;SILLA DEL PAPA DEL DESCANSADERO;9427.0148;PROFESIONAL;172
464;SENDA DE LOS PRISIONEROS DE ARCOS;7018.2213;ALTA;223
465;CAMINO DE LA ERA EMPEDRADA ROCHE;9849.1257;BAJA;240
466;PUERTO DE LAS PALOMAS - CERRO DE COROS VERDE DE CHICLANA;9057.7299;ALTA;125
467;ARROYOMOLINOS DE LOS HURONES;8427.6706;MUY ALTA;258
468;BAHÍA DE CÁDIZ DEL BOQUERÓN;1059.1144;MUY BAJA;217
469;PINAR DE LOS FRANCESES DE SAN BARTOLOMÉ;1556.0852;PROFESIONAL;135
470;SUBIDA AL CERRO VERDUGO REAL DE JEREZ A RONDA;19641.0596;ALTA;113
471;PUERTA VERDE DE SAN FERNANDO VERDE DE SAN ROQUE;13848.5826;BAJA;175
472;ZAHARA DE LOS ATUNES-ATLANTERRA DE LOS REMEDIOS;19597.4626;MUY ALTA;124
473;LAGUNA DE MEDINA AL CERRO ALBARRACINEJO;7068.3735;MUY BAJA;164
474;LOS LANCES AL TAJO DE UTRERA;8142.9306;ALTA;99
475;PARQUE FLUVIAL DEL RÍO PÍCARO AMIGOS - RÍO ARILLO;15108.8963;MUY BAJA;278
476;SALINA LA TAPA DEL RAYO;11015.0564;MUY BAJA;220
477;RÍO GUADALMESÍ LADERA;11236.3943;MEDIA;70
478;TRES AMIGOS - RÍO ARILLO DE LÍBAR;18180.546;BAJA;116
479;MARISMAS DEL BARBATE DEL BACINETE;12930.4365;MUY BAJA;62
480;VÍA VERDE DE LA SIERRA VERDE DE ALGECIRAS;11559.6766;PROFESIONAL;231
481;FUENTES DEL RÍO HONDÓN MAJACEITE;1505.1884;ALTA;98
482;CAMINOS RURALES DE ROTA DE LOS ATUNES-ATLANTERRA;1101.3904;BAJA;188
483;CAMINO DE LA ERA EMPEDRADA DE BARRIDA;8555.9192;PROFESIONAL;62
484;RUTA DEL VIAJERO GUADALMESÍ;16788.321;MEDIA;200
485;SUBIDA AL TAJO DE UTRERA DE LUZ;9028.5331;ALTA;84
486;CABO DE TRAFALGAR-CONIL DE LA FRONTERA VERDE DEL PUERTO DE SANTA MARÍA;1961.8708;ALTA;215
487;PUENTE DE LOS PALOMINOS A LA CRUZ DEL TAJO DE UBRIQUE;10846.4464;ALTA;186
488;MONTE DE HIGUERÓN DE BOLONIA;5362.2794;ALTA;50
489;PICACHO-PEGUERA DEL EMBALSE DE BORNOS;11588.318;MUY BAJA;136
490;PINAR DE LA ALGAIDA-SALINA DESAMPARADOS DE ALGECIRAS;9134.6033;MUY BAJA;133
491;TORRE DE LA MORITA DEL RAYO;18257.3145;MUY ALTA;32
492;ALGODONALES-LOS NACIMIENTOS DEL RAYO;12184.1493;MUY BAJA;244
493;SUBIDA A LA CRUZ DEL TAJO DE UBRIQUE ;18582.9061;MUY ALTA;43
494;NAVAZO ALTO DE LOS REMEDIOS;7097.3339;MUY ALTA;284
495;PUERTA VERDE DE SAN ROQUE VERDE DOS BAHÍAS;6033.02;MEDIA;167
496;PUERTA VERDE DE SAN FERNANDO LAGARÍN;7165.1336;MUY ALTA;103
497;RIBERA DEL EMBALSE DE BORNOS DEL BOYAL- LA SUARA;13655.2883;ALTA;284
498;LA MUELA-LOS NACIMIENTOS DE ZAFRAMAGÓN;3934.2206;PROFESIONAL;211
499;LA GARGANTE VERDE CALZADA ROMANA;8371.9258;ALTA;211
500;NACIMIENTO DE GARCIAGO DE LÍBAR;18421.5337;MUY ALTA;38
501;VEREDA DE LA ASOMADA ALHAJA;1813.162;BAJA;55
502;SUBIDA AL CERRO VERDUGO DEL RINCONCILLO;13106.4335;MUY BAJA;139
503;CALAS DE ROCHE Y TAJO;2272.9872;MUY ALTA;267
504;ALGODONALES-LOS NACIMIENTOS DE PALMITOS Y BARBECHOS;3957.5923;MUY ALTA;216
505;VEJER DE LA FRONTERA-CANTARRANAS DEL CENTENARIO;2695.4779;MUY BAJA;142
506;CAMINOS RURALES DE ROTA DE ALGECIRAS;4877.8522;MUY BAJA;113
507;LOS ALGARBES-BETIJUELO DE LA FUENTE SANTA;10150.7513;MEDIA;138
508;COLADA DE FUENTE AMARGA VERDE DE SAN ROQUE;5793.8797;ALTA;131
509;TRES AMIGOS - RÍO ARILLO ALBINA;2811.5538;MEDIA;135
510;SALINA SANTA MARÍA DE JESÚS DE LOS MARCHANTES;1112.8283;MEDIA;184
511;GR-7 DE BENAJIMA;18507.048;MUY ALTA;149
512;ASCENSO AL TAJO LAGARÍN REAL DE JEREZ A RONDA;4486.6131;BAJA;96
513;VEREDA DE LA VENTA DEL SILLETERO DEL MOLINO;6468.7784;ALTA;138
514;FÁBRICAS DE LUZ AL CERRO VERDUGO;15005.5462;PROFESIONAL;70
515;PUERTO DE BOLONIA-PULIDO DEL EMBALSE DE ARCOS;19830.3601;MUY ALTA;100
516;CANTARRANAS-CORREDOR VERDE DOS BAHÍAS TESORILLO;6198.431;MEDIA;141
517;MOJÓN DE LA VÍBORA ALBINA;15160.0768;MEDIA;216
518;ARROYOMOLINOS DE MECA;19149.1005;BAJA;118
519;CAMINO DE LOS CHARCONES CARRASCÓN;10853.2974;MUY ALTA;101
520;CONIL DE LA FRONTERA-VEJER DE LA FRONTERA DE LA COSTA;19187.999;ALTA;71
521;PIEDRA PARDA DEL RAYO;9128.1682;MUY BAJA;190
522;CERRO DE LOS BATANES DE LA FRONTERA-VEJER DE LA FRONTERA;2809.2319;PROFESIONAL;52
523;PICACHO-PEGUERA VERDE DEL PUERTO DE SANTA MARÍA;5590.3036;MUY BAJA;65
524;TAVIZNA-EMBALSE DE LOS HURONES DE LOS REMEDIOS;9234.7749;MUY ALTA;62
525;GARGANTA DE LA FUENTE SANTA PLATERAS;6985.9427;MEDIA;257
526;GARGANTA DEL RAYO DE ESPERILLA;8122.8111;MUY BAJA;267
527;PUERTA VERDE DEL PUERTO DE SANTA MARÍA DE CAMINOS;19386.9338;MEDIA;30
528;CAMINO DE LOS CHARCONES DE LA FRONTERA-VEJER DE LA FRONTERA;18544.4723;MUY ALTA;151
529;EL TESORILLO DE LOS REMEDIOS;1708.0852;BAJA;162
530;LAS LOMAS DE CÁMARA CALZADA DEHESA BOYAL;1179.8289;ALTA;135
531;CAMINO DEL GRULLO A LA CRUZ DEL TAJO DE UBRIQUE;18533.8827;MEDIA;133
532;LOMAS GANADERAS DE JIMENA DE LA COSTA;7758.4073;MUY BAJA;201
533;FUENTE DE RAMOS ALMORAIMA;9855.0695;MUY ALTA;280
534;SIERRA DE MONTECOCHE DEL RABEL;17243.7273;MUY BAJA;236
535;TAJO DEL PAJARRACO DE TRAFALGAR-CONIL DE LA FRONTERA;5218.9775;PROFESIONAL;152
536;SISTEMA DUNAR DE TORRE NUEVA VERDE DOS BAHÍAS;10960.9806;MUY ALTA;129
537;SIERRA DE LAS VIÑAS DE ESPERA;10259.8477;ALTA;277
538;CAMINO DE CALAFATE SECA Y PUERTO DE LA BREÑA;2476.0201;PROFESIONAL;159
539;BARBATE-ERMITA DE SAN AMBROSIO AL PICO ALBARRACÍN;4441.718;ALTA;266
540;"CALAS DE ROCHE SALADA CHICA Y JUNCOSA""";8257.7574;MEDIA;135
541;VALLE DE OJÉN DE LOS BANDOLEROS;19553.3634;MUY ALTA;239
542;DESCENSO DEL ARROYO DE LA GARGANTA DEL BOYAR DE ROCHE;16162.8389;MUY ALTA;235
543;NAVAZO ALTO DEL DORNAJO;16204.6;MEDIA;31
544;COVEZUELAS-CHARCA VERDE DE LOS MOLINOS DE SETENIL;11925.6338;MEDIA;179
545;MARISMAS DEL RÍO PALMONES CAÑILLO;16805.637;PROFESIONAL;263
546;CAÑADA REAL DE CORDERO ZAHARA - EL GASTOR;13143.2267;MUY ALTA;291
547;LA MUELA-LOS NACIMIENTOS DEL RAYO;9455.9978;PROFESIONAL;188
548;LA ATALAYA DE LAS VIÑAS;16267.792;BAJA;262
549;BUITRERAS DE ZAFRAMAGÓN VERDE DE SANLÚCAR DE BARRAMEDA;17185.6684;BAJA;136
550;SALINA DE LA ESPERANZA DE VALDEINFIERNO;19979.2316;BAJA;33
551;LAGUNA DE BENAJIMA DE LOS MARCHANTES;2143.6898;MUY BAJA;244
552;LA ALBINA DE SAN ANTÓN;2154.5825;ALTA;238
553;LAS LOMAS DE CÁMARA GANADERAS DE JIMENA;10836.0057;MEDIA;70
554;VÍA VERDE MATAGORDA VERDE DOS BAHIAS. TRAMO IV;11979.547;MUY ALTA;68
555;RÍO ROCINEJO DE LOS BANDOLEROS;6016.2822;MUY ALTA;110
556;VEREDA DE BARBATE MUELA-LOS NACIMIENTOS;15846.1816;MUY BAJA;196
557;CALLEJÓN DE LAS MOCITAS DEL BACINETE;16515.4632;MEDIA;294
558;VÍA VERDE DE BORNOS GUADALMESÍ;3833.891;BAJA;179
559;CASA DEL DORNAJO DE LAS MOCITAS;8840.4941;PROFESIONAL;226
560;LAS GUAREÑAS - PASADA DEL BOYAL AL MOGOTE;13840.369;MEDIA;232
561;LA LADERA CALZADA DEHESA BOYAL;14335.5423;MEDIA;55
562;LA TEJA VERDE DE BORNOS;12193.6767;MUY ALTA;190
563;RIO MAJACEITE PLATERAS;11413.0003;PROFESIONAL;234
564;LA HERRADURA DE BARBATE TREN DEL AZÚCAR;15975.3944;MUY BAJA;201
565;COLA DEL EMBALSE DE BORNOS AL RELOJ Y AL SIMANCÓN;9021.9455;MEDIA;134
566;PIEDRA PARDA DE LA ASOMADA;1850.3284;MUY ALTA;123
567;CERRO DE LA PLAZA DE ARMAS DE ROCHE;14355.1244;MUY BAJA;231
568;CERRO DEL AGUILA PINAR DEL REY ENDORREICO DE CHICLANA;3820.0077;ALTA;221
569;COLA DEL EMBALSE DE ARCOS DE TRAFALGAR-CAÑOS DE MECA;2681.2482;MUY ALTA;79
570;DUNAS DE SAN ANTÓN HERRADURA DE BARBATE;19123.0977;MEDIA;273
571;CERRO DEL ÁGUILA HONDO;5138.1573;MUY BAJA;94
572;FUENTES DEL RÍO HONDÓN ANTIGUA LAGUNA DE LA JANDA;12088.1381;MEDIA;255
573;LA BODEGA PLATERAS;9418.0995;MEDIA;231
574;RIO MAJACEITE DE LAS PALOMAS - CERRO DE COROS;7592.7944;MEDIA;247
575;SUBIDA AL TAJO DE UTRERA SUARA;5239.4285;BAJA;296
576;PASEO AL SANTUARIO DE NUESTRA SEÑORA DE LOS SANTOS ACANTILADO;13398.3725;MUY BAJA;158
577;MONTE ALGAIDA DE RAMOS;17929.9952;MUY ALTA;264
578;SIERRA DE MONTECOCHE ;9379.0883;MEDIA;237
579;CAMINOS RURALES DE ROTA DE BOLONIA-PULIDO;1296.4497;PROFESIONAL;213
580;QUINTAS DE ALGAR SALTILLO;1293.9101;PROFESIONAL;32
581;CAÑADA REAL LOS RATONES RURALES DE ROTA;7556.8598;MUY BAJA;45
582;ESCARPES DEL RIO TREJO ;18018.248;PROFESIONAL;131
583;NAVAZO ALTO DE LA ESPERANZA;14120.9197;MEDIA;295
584;COLADA DE VENTA DE LECHE DEL EMBALSE DE BORNOS;6861.8812;MEDIA;32
585;MURTA GUADALMESÍ;5304.2209;ALTA;177
586;"""LAGUNAS SALADA CHICA Y JUNCOSA"" ";11760.46;BAJA;227
587;LAS LOMAS DE CÁMARA ALBINAS;14644.4742;ALTA;49
588;EL SALTADERO DE CÁDIZ;17402.7768;MEDIA;162
589;SUBIDA AL CERRO VERDUGO DE MONTECOCHE;2818.3009;MEDIA;275
590;ANTIGUA SALINA-FANGOS MAREALES DEL RÍO BARBATE DE LA COSTA;6195.901;BAJA;136
591;LA CALZADA ROMANA PLATERAS;14070.1221;MUY ALTA;73
592;CORREDOR VERDE DOS BAHIAS. TRAMO IV AL MOGOTE;9447.9524;ALTA;147
593;PINAR DE LOS FRANCESES DE LAS VIÑAS;1673.0685;MUY ALTA;217
594;DUNAS DE SAN ANTÓN DE MONTECOCHE;8691.4822;ALTA;227
595;LA LADERA A LA SILLA;13818.8447;MEDIA;238
596;PUERTO DE BOLONIA-PULIDO LAGARÍN;13772.3811;ALTA;103
597;SUBIDA AL ALJIBE DE ALGAR;14162.9074;PROFESIONAL;289
598;CONIL DE LA FRONTERA-VEJER DE LA FRONTERA DE BENAJIMA;7424.0689;MUY ALTA;248
599;LOMA DE SAN BARTOLOMÉ RURALES DE BENALUP-CASAS VIEJAS;7797.749;PROFESIONAL;209
600;PINAR DE LOS FRANCESES DE GAIDOVAR;4634.9435;MUY BAJA;261
601;LAS FUENTES ALTA;2389.9261;MUY ALTA;182
602;CORREDOR VERDE DEL LITORAL COSTA BALLENA-CHIPIONA DE SAN ANTÓN;3168.9739;MUY BAJA;298
603;VÍA VERDE MATAGORDA DE LAS PALOMAS - CERRO DE COROS;12827.86;MUY ALTA;129
604;LAGUNAS LAS CANTERAS Y EL TEJÓN VERDE DE SAN ROQUE;4798.3489;ALTA;286
