vid;eid
5;655
5;292
5;549
5;372
5;314
5;696
5;308
5;729
5;745
5;560
5;91
5;982
5;316
5;694
5;915
5;944
5;392
5;108
5;920
5;799
5;614
5;932
5;983
5;525
5;448
5;266
5;580
5;184
5;923
5;321
5;90
5;653
5;646
5;280
5;176
5;600
5;452
5;118
5;4
5;722
5;597
5;183
5;69
5;272
5;374
5;227
5;847
5;88
5;427
5;505
5;410
5;914
5;458
5;968
5;802
5;329
5;754
5;173
5;738
5;757
5;212
5;705
5;95
5;937
5;276
5;422
5;536
5;542
5;246
5;461
5;120
5;216
5;460
5;114
5;771
5;362
5;289
5;992
5;989
5;826
5;75
5;2
5;350
5;557
5;610
5;588
5;31
5;17
5;572
5;260
5;737
5;864
5;153
5;335
5;744
5;855
5;807
5;721
5;897
5;319
5;378
5;996
5;137
5;305
5;80
5;71
5;351
5;37
5;960
5;352
5;931
5;587
5;383
5;787
5;777
5;395
5;768
5;16
5;929
5;741
5;791
5;365
5;140
5;121
5;711
5;277
5;948
5;206
5;323
5;670
5;638
5;115
5;193
5;872
5;205
5;892
5;652
5;751
5;198
5;984
5;845
5;796
5;925
5;574
5;810
5;247
5;50
5;337
5;52
5;924
5;848
5;463
5;869
5;784
5;838
5;835
5;635
5;811
5;102
5;578
5;439
5;634
5;999
5;269
5;593
5;677
5;502
5;720
5;364
5;660
5;306
5;644
5;851
5;935
5;859
5;336
5;237
5;865
5;822
5;781
5;142
5;450
5;375
5;402
5;908
5;995
5;801
5;453
5;103
5;211
5;601
5;489
5;555
5;743
5;765
5;827
5;693
5;566
5;953
5;773
5;233
5;303
5;300
5;959
5;575
5;229
5;726
5;106
5;30
5;564
5;230
5;425
5;128
5;508
5;806
5;210
5;602
5;554
5;200
5;275
5;599
5;703
5;493
5;235
5;182
5;815
5;302
5;397
5;149
5;546
5;113
5;866
5;909
5;690
5;64
5;748
5;516
5;800
5;681
5;191
5;417
5;921
5;404
5;470
5;820
5;379
5;841
5;485
5;678
5;952
5;650
5;541
5;942
5;839
5;284
5;619
5;951
5;512
5;70
5;552
5;682
5;384
5;407
5;725
5;562
5;878
5;194
5;579
5;912
5;82
5;228
5;715
5;28
5;700
5;717
5;687
5;380
5;888
5;657
5;250
5;219
5;551
5;248
5;972
5;40
5;701
5;606
5;104
5;858
5;582
5;941
5;663
5;511
5;816
5;974
5;958
5;594
5;363
5;985
5;918
5;171
5;739
5;622
5;862
5;728
5;268
5;429
5;283
5;339
5;24
5;94
5;886
5;665
5;1
5;313
5;477
5;47
5;89
5;421
5;570
5;532
5;558
5;15
5;125
5;798
5;520
5;630
5;6
5;603
5;975
5;604
5;910
5;349
5;423
5;150
5;832
5;539
5;881
5;160
5;370
5;413
5;77
5;201
5;5
5;355
5;393
5;894
5;446
5;332
5;926
5;151
5;654
5;805
5;322
5;58
5;723
5;885
5;296
5;740
5;96
5;61
5;543
5;259
5;618
5;790
5;238
5;803
5;887
5;60
5;649
5;836
5;590
5;607
5;79
5;494
5;22
5;479
5;907
5;643
5;344
5;144
5;179
5;669
5;530
5;197
5;154
5;401
5;465
5;112
5;474
5;902
5;291
5;550
5;692
5;519
5;583
5;812
5;39
5;136
5;680
5;315
5;220
5;165
5;844
5;877
5;977
5;287
5;814
5;719
5;526
5;288
5;436
5;447
5;46
5;766
5;213
5;414
5;927
5;411
5;155
5;556
5;867
5;138
5;880
5;55
5;640
5;484
5;419
5;779
5;656
5;513
5;367
6;204
6;467
6;939
6;795
6;346
6;666
6;611
6;904
6;764
6;225
6;424
6;850
6;38
6;628
6;776
6;955
6;244
6;119
6;488
6;81
6;445
6;271
6;9
6;752
6;468
6;755
6;12
6;386
6;146
6;497
6;304
6;92
6;749
6;267
6;770
6;281
6;42
6;916
6;181
6;23
6;172
6;466
6;342
6;661
6;591
6;965
6;437
6;990
6;843
6;403
6;876
6;209
6;528
6;662
6;25
6;279
6;621
6;234
6;243
6;169
6;896
6;451
6;207
6;943
6;659
6;900
6;457
6;641
6;252
6;35
6;730
6;311
6;348
6;105
6;340
6;691
6;487
6;295
6;226
6;639
6;633
6;775
6;328
6;388
6;110
6;834
6;273
6;430
6;356
6;353
6;986
6;783
6;496
6;189
6;255
6;746
6;830
6;763
6;531
6;945
6;147
6;464
6;98
6;56
6;148
6;713
6;478
6;963
6;399
6;107
6;109
6;34
6;285
6;122
6;561
6;860
6;702
6;290
6;241
6;891
6;817
6;111
6;934
6;592
6;331
6;469
6;258
6;360
6;782
6;868
6;444
6;73
6;428
6;524
6;708
6;454
6;405
6;978
6;769
6;72
6;398
6;97
6;736
6;432
6;192
6;632
6;389
6;449
6;668
6;87
6;515
6;533
6;949
6;359
6;455
6;637
6;780
6;852
6;967
6;242
6;265
6;341
6;49
6;190
6;133
6;813
6;706
6;145
6;568
6;733
6;825
6;689
6;615
6;957
6;54
6;567
6;808
6;735
6;842
6;127
6;675
6;710
6;443
6;895
6;53
6;481
6;0
6;282
6;152
6;317
6;366
6;320
6;391
6;998
6;132
6;218
6;214
6;651
6;345
6;785
6;756
6;486
6;987
6;498
6;636
6;997
6;41
6;521
6;854
6;901
6;36
6;117
6;299
6;971
6;501
6;544
6;819
6;59
6;882
6;188
6;101
6;620
6;617
6;29
6;195
6;573
6;709
6;21
6;208
6;327
6;831
6;514
6;400
6;440
6;674
6;504
6;612
6;889
6;500
6;559
6;727
6;471
6;361
6;933
6;476
6;420
6;245
6;232
6;758
6;130
6;409
6;491
6;298
6;433
6;126
6;818
6;78
6;473
6;913
6;310
6;523
6;849
6;988
6;251
6;167
6;527
6;861
6;65
6;43
6;318
6;330
6;175
6;970
6;697
6;357
6;991
6;236
6;93
6;418
6;786
6;540
6;658
6;962
6;595
6;856
6;45
6;163
6;217
6;11
6;143
6;772
6;307
6;870
6;884
6;139
6;518
6;135
6;262
6;627
6;919
6;412
6;472
6;545
6;928
6;483
6;734
6;685
6;596
6;123
6;387
6;718
6;534
6;821
6;724
6;178
6;797
6;964
6;624
6;338
6;833
6;631
6;789
6;732
6;406
6;158
6;598
6;893
6;51
6;863
6;434
6;890
6;994
6;377
6;961
6;571
6;431
6;385
6;759
6;950
6;202
6;742
6;750
6;199
6;141
6;19
6;99
6;609
6;490
6;548
6;286
6;792
6;871
6;911
6;667
6;506
6;823
6;371
6;27
6;794
6;883
6;804
6;3
6;475
6;499
6;68
6;162
6;168
6;906
6;333
6;161
6;177
6;44
6;976
6;707
6;482
6;898
6;712
6;256
6;187
6;57
6;608
6;10
6;840
6;394
6;84
6;616
6;382
6;157
6;415
6;517
6;203
6;134
6;48
6;917
6;325
6;846
6;940
6;936
6;263
6;684
6;100
6;778
6;793
6;626
6;956
6;253
6;438
6;576
6;495
6;33
6;547
6;688
6;714
6;565
6;824
6;324
6;980
6;174
6;973
6;18
6;553
6;695
6;416
6;116
6;257
6;376
6;326
6;222
6;966
6;993
6;435
6;14
6;747
6;74
6;699
6;828
6;673
6;312
6;704
6;716
6;13
6;274
6;874
6;837
6;390
6;408
6;185
6;586
6;605
6;26
6;625
6;969
6;180
6;629
6;938
6;492
6;537
6;875
6;686
6;676
6;623
6;63
6;480
6;947
6;240
6;503
6;672
6;294
6;170
6;186
6;645
6;535
6;648
6;301
6;334
6;343
6;853
6;239
6;664
6;509
6;589
6;159
6;946
6;930
6;223
6;8
6;903
6;899
6;510
6;7
6;264
6;459
6;442
6;231
6;124
6;788
6;131
6;981
6;647
6;581
6;76
6;369
6;166
6;683
6;563
6;270
6;642
6;254
6;224
6;522
6;529
6;462
6;879
6;905
6;767
6;129
6;873
6;679
6;857
6;83
6;426
6;979
6;293
6;507
6;215
6;954
6;698
6;774
6;577
6;156
6;297
6;368
6;441
6;456
6;196
6;309
6;655
6;292
6;549
6;372
6;314
6;696
6;308
6;729
6;745
6;560
6;91
6;982
6;316
6;694
6;915
6;944
6;392
6;108
6;920
6;799
6;614
6;932
6;983
6;525
6;448
6;266
6;580
6;184
6;923
6;90
6;653
6;646
6;280
6;176
6;600
6;452
6;118
6;4
6;722
6;597
6;183
6;69
6;272
6;374
6;227
6;847
6;88
6;427
6;505
6;410
6;914
6;458
6;968
6;802
6;329
6;754
6;173
6;738
6;757
6;212
6;705
6;95
6;937
6;276
6;422
6;536
6;542
6;246
6;461
6;120
6;216
6;460
6;114
6;771
6;164
6;362
6;289
6;992
6;989
6;826
6;75
6;2
6;350
6;557
6;610
6;588
6;31
6;17
6;572
6;260
6;737
6;864
6;153
6;335
6;744
6;855
6;807
6;897
6;319
6;378
6;86
6;996
6;137
6;305
6;80
6;71
6;351
6;37
6;960
6;352
6;931
6;383
6;787
6;261
6;777
6;768
6;16
6;929
6;741
6;791
6;365
6;140
6;121
6;569
6;711
6;277
6;948
6;206
6;323
6;670
6;638
6;115
6;193
6;872
6;205
6;892
6;652
6;751
6;198
6;984
6;845
6;796
6;925
6;574
6;810
6;247
6;50
6;337
6;52
6;924
6;848
6;463
6;869
6;784
6;838
6;635
6;811
6;102
6;578
6;439
6;634
6;999
6;269
6;593
6;677
6;502
6;720
6;364
6;660
6;306
6;644
6;851
6;859
6;336
6;237
6;865
6;822
6;781
6;142
6;450
6;375
6;402
6;908
6;995
6;801
6;453
6;103
6;211
6;601
6;489
6;555
6;743
6;765
6;827
6;693
6;566
6;953
6;773
6;233
6;303
6;300
6;959
6;354
6;575
6;229
6;726
6;106
6;30
6;564
6;230
6;425
6;128
6;508
6;806
6;210
6;602
6;554
6;200
6;275
6;599
6;703
6;493
6;922
6;235
6;182
6;815
6;302
6;397
6;149
6;546
6;113
6;866
6;909
6;690
6;64
6;748
6;516
6;800
6;681
6;191
6;417
6;921
6;404
6;470
6;820
6;379
6;841
6;485
6;678
6;952
6;650
6;541
6;942
6;284
6;619
6;951
6;512
6;70
6;552
6;682
6;384
6;585
6;407
6;725
6;562
6;878
6;194
6;579
6;912
6;228
6;715
6;28
6;700
6;717
6;687
6;380
6;888
6;657
6;250
6;829
6;219
6;551
6;248
6;972
6;40
6;701
6;606
6;104
6;858
6;582
6;941
6;663
6;511
6;816
6;396
6;974
6;958
6;594
6;363
6;985
6;918
6;171
6;739
6;622
6;862
6;584
6;429
6;283
6;339
6;24
6;94
6;886
6;665
6;1
6;313
6;477
6;47
6;89
6;421
6;570
6;532
6;558
6;15
6;125
6;798
6;520
6;221
6;630
6;6
6;603
6;62
6;975
6;249
6;604
6;910
6;349
6;423
6;150
6;832
6;539
6;160
6;370
6;77
6;5
6;355
6;894
6;446
6;332
6;926
6;151
6;654
6;805
6;322
6;58
6;723
6;885
6;296
6;740
6;96
6;61
6;543
6;259
6;618
6;790
6;238
6;803
6;887
6;60
6;649
6;836
6;590
6;607
6;79
6;494
6;22
6;373
6;479
6;907
6;643
6;344
6;144
6;179
6;669
6;530
6;197
6;154
6;401
6;465
6;112
6;474
6;902
6;291
6;550
6;692
6;519
6;583
6;812
6;39
6;136
6;680
6;220
6;165
6;844
6;877
6;977
6;287
6;814
6;719
6;526
6;288
6;436
6;447
6;46
6;766
6;213
6;414
6;927
6;411
6;155
6;556
6;867
6;138
6;880
6;55
6;640
6;484
6;779
6;656
6;32
6;513
6;367
7;204
7;467
7;939
7;795
7;346
7;666
7;611
7;904
7;764
7;225
7;424
7;850
7;628
7;776
7;955
7;244
7;119
7;488
7;81
7;445
7;271
7;9
7;468
7;755
7;12
7;386
7;146
7;497
7;92
7;761
7;749
7;267
7;770
7;281
7;42
7;181
7;23
7;172
7;466
7;342
7;661
7;591
7;965
7;437
7;990
7;843
7;403
7;876
7;66
7;209
7;528
7;662
7;25
7;279
7;621
7;234
7;243
7;169
7;896
7;451
7;207
7;943
7;659
7;900
7;457
7;641
7;252
7;35
7;730
7;311
7;348
7;105
7;340
7;691
7;487
7;295
7;226
7;358
7;639
7;633
7;775
7;328
7;110
7;834
7;273
7;430
7;356
7;353
7;986
7;783
7;731
7;496
7;189
7;255
7;746
7;830
7;763
7;531
7;945
7;147
7;464
7;98
7;56
7;148
7;713
7;478
7;963
7;399
7;671
7;107
7;109
7;34
7;285
7;122
7;561
7;860
7;702
7;290
7;241
7;891
7;817
7;111
7;934
7;592
7;331
7;469
7;258
7;360
7;782
7;868
7;444
7;73
7;428
7;524
7;708
7;454
7;405
7;978
7;769
7;72
7;398
7;97
7;736
7;432
7;192
7;632
7;389
7;449
7;760
7;668
7;87
7;515
7;533
7;949
7;359
7;455
7;637
7;780
7;852
7;967
7;242
7;265
7;341
7;190
7;133
7;813
7;706
7;145
7;568
7;733
7;825
7;689
7;615
7;957
7;54
7;567
7;808
7;735
7;842
7;127
7;675
7;443
7;895
7;53
7;481
7;0
7;282
7;152
7;317
7;809
7;320
7;391
7;998
7;132
7;218
7;214
7;651
7;345
7;785
7;756
7;486
7;987
7;498
7;636
7;997
7;41
7;521
7;67
7;854
7;901
7;36
7;117
7;299
7;971
7;501
7;544
7;819
7;59
7;882
7;188
7;101
7;620
7;617
7;29
7;195
7;573
7;709
7;21
7;208
7;327
7;831
7;514
7;400
7;440
7;674
7;504
7;612
7;889
7;538
7;500
7;347
7;559
7;727
7;471
7;361
7;933
7;476
7;420
7;245
7;232
7;758
7;130
7;409
7;491
7;298
7;433
7;126
7;818
7;78
7;473
7;913
7;310
7;523
7;849
7;988
7;251
7;167
7;527
7;861
7;65
7;318
7;330
7;175
7;85
7;970
7;697
7;357
7;991
7;236
7;93
7;418
7;786
7;540
7;658
7;962
7;595
7;856
7;45
7;163
7;217
7;11
7;143
7;772
7;307
7;870
7;884
7;139
7;518
7;135
7;262
7;627
7;919
7;412
7;472
7;545
7;928
7;483
7;734
7;596
7;123
7;387
7;718
7;762
7;534
7;178
7;797
7;964
7;624
7;338
7;833
7;631
7;789
7;732
7;158
7;598
7;893
7;51
7;863
7;434
7;890
7;994
7;377
7;961
7;571
7;431
7;385
7;759
7;950
7;202
7;742
7;750
7;199
7;141
7;19
7;99
7;609
7;490
7;548
7;286
7;871
7;911
7;667
7;506
7;823
7;371
7;794
7;883
7;804
7;3
7;475
7;499
7;68
7;162
7;168
7;906
7;333
7;161
7;44
7;976
7;707
7;482
7;898
7;712
7;256
7;187
7;57
7;608
7;10
7;840
7;394
7;84
7;616
7;382
7;157
7;415
7;517
7;203
7;134
7;917
7;325
7;846
7;940
7;936
7;263
7;684
7;20
7;100
7;778
7;793
7;626
7;956
7;253
7;438
7;576
7;495
7;33
7;547
7;688
7;714
7;565
7;824
7;324
7;980
7;278
7;174
7;973
7;18
7;553
7;695
7;416
7;381
7;257
7;376
7;326
7;222
7;966
7;993
7;435
7;14
7;747
7;74
7;699
7;828
7;673
7;312
7;704
7;716
7;13
7;274
7;874
7;837
7;390
7;408
7;185
7;586
7;605
7;26
7;625
7;969
7;180
7;629
7;938
7;492
7;875
7;686
7;676
7;623
7;63
7;480
7;947
7;240
7;503
7;672
7;294
7;170
7;535
7;648
7;301
7;334
7;853
7;239
7;664
7;509
7;589
7;159
7;946
7;930
7;223
7;903
7;899
7;510
7;7
7;264
7;459
7;613
7;442
7;231
7;124
7;788
7;131
7;981
7;647
7;581
7;76
7;369
7;166
7;683
7;563
7;270
7;642
7;254
7;224
7;522
7;529
7;462
7;879
7;905
7;767
7;873
7;679
7;857
7;83
7;426
7;979
7;293
7;507
7;215
7;954
7;698
7;774
7;577
7;156
7;297
7;368
7;441
7;456
7;196
7;309
7;655
7;292
7;549
7;372
7;314
7;696
7;308
7;729
7;745
7;560
7;91
7;982
7;316
7;694
7;915
7;944
7;392
7;108
7;920
7;799
7;614
7;932
7;983
7;525
7;448
7;266
7;580
7;184
7;923
7;321
7;90
7;653
7;646
7;280
7;176
7;600
7;452
7;118
7;4
7;722
7;597
7;183
7;69
7;272
7;374
7;227
7;847
7;88
7;505
7;410
7;914
7;458
7;968
7;802
7;329
7;754
7;173
7;738
7;757
7;212
7;705
7;95
7;276
7;422
7;536
7;542
7;246
7;120
7;216
7;460
7;114
7;771
7;164
7;362
7;289
7;992
7;989
7;826
7;75
7;2
7;350
7;557
7;610
7;588
7;31
7;17
7;260
7;737
7;864
7;153
7;335
7;744
7;855
7;807
7;721
7;897
7;319
7;378
7;86
7;996
7;137
7;305
7;80
7;71
7;351
7;37
7;960
7;352
7;931
7;587
7;383
7;787
7;261
7;777
7;395
7;768
7;16
7;929
7;741
7;791
7;365
7;140
7;121
7;569
7;711
7;277
7;948
7;206
7;323
7;670
7;638
7;193
7;872
7;205
7;892
7;652
7;751
7;198
7;984
7;845
7;796
7;925
7;574
7;810
7;247
7;50
7;337
7;52
7;924
7;848
7;463
7;869
7;784
7;838
7;835
7;635
7;811
7;102
7;578
7;439
7;634
7;999
7;269
7;677
7;502
7;720
7;364
7;660
7;306
7;644
7;851
7;935
7;859
7;336
7;237
7;865
7;822
7;781
7;142
7;450
7;375
7;402
7;908
7;995
7;801
7;453
7;103
7;211
7;601
7;489
7;555
7;743
7;765
7;827
7;693
7;566
7;953
7;773
7;233
7;303
7;300
7;959
7;354
7;575
7;229
7;726
7;106
7;30
7;564
7;230
7;425
7;128
7;508
7;806
7;210
7;602
7;554
7;200
7;275
7;599
7;703
7;493
7;922
7;235
7;182
7;815
7;302
7;397
7;149
7;546
7;113
7;866
7;909
7;690
7;64
7;748
7;516
7;800
7;681
7;191
7;417
7;921
7;404
7;470
7;820
7;379
7;485
7;678
7;650
7;541
7;942
7;839
7;284
7;619
7;951
7;512
7;70
7;552
7;682
7;384
7;585
7;407
7;725
7;562
7;878
7;194
7;579
7;912
7;82
7;228
7;715
7;28
7;700
7;717
7;687
7;380
7;888
7;657
7;250
7;829
7;219
7;551
7;972
7;40
7;701
7;606
7;104
7;858
7;582
7;941
7;663
7;511
7;816
7;396
7;974
7;958
7;594
7;363
7;985
7;918
7;171
7;739
7;622
7;862
7;728
7;584
7;268
7;283
7;339
7;24
7;94
7;886
7;665
7;1
7;313
7;477
7;753
7;89
7;421
7;570
7;532
7;15
7;798
7;520
7;221
7;630
7;6
7;603
7;62
7;975
7;249
7;604
7;910
7;349
7;423
7;150
7;539
7;881
7;160
7;370
7;413
7;77
7;201
7;5
7;355
7;393
7;894
7;446
7;332
7;926
7;151
7;654
7;805
7;322
7;58
7;723
7;885
7;296
7;740
7;96
7;61
7;543
7;259
7;618
7;790
7;238
7;803
7;887
7;60
7;649
7;836
7;590
7;607
7;79
7;494
7;22
7;373
7;479
7;907
7;643
7;344
7;144
7;179
7;669
7;530
7;197
7;154
7;401
7;465
7;112
7;474
7;902
7;291
7;550
7;692
7;519
7;583
7;812
7;39
7;136
7;680
7;315
7;220
7;165
7;844
7;877
7;977
7;287
7;814
7;719
7;526
7;288
7;436
7;447
7;46
7;766
7;213
7;414
7;927
7;411
7;155
7;556
7;867
7;138
7;880
7;640
7;484
7;419
7;779
7;656
7;32
7;367
8;204
8;467
8;939
8;795
8;346
8;666
8;611
8;904
8;764
8;225
8;424
8;38
8;628
8;776
8;955
8;244
8;119
8;488
8;81
8;445
8;271
8;9
8;752
8;468
8;755
8;12
8;386
8;146
8;497
8;304
8;92
8;761
8;749
8;267
8;770
8;281
8;42
8;916
8;181
8;23
8;172
8;466
8;342
8;661
8;591
8;965
8;437
8;990
8;843
8;403
8;876
8;66
8;209
8;528
8;662
8;25
8;279
8;621
8;234
8;243
8;169
8;896
8;451
8;207
8;943
8;659
8;900
8;457
8;641
8;252
8;35
8;730
8;311
8;348
8;105
8;340
8;691
8;487
8;295
8;226
8;358
8;639
8;633
8;775
8;328
8;388
8;110
8;834
8;273
8;430
8;356
8;353
8;986
8;783
8;731
8;496
8;189
8;255
8;830
8;763
8;531
8;945
8;147
8;464
8;98
8;56
8;148
8;713
8;478
8;963
8;399
8;671
8;107
8;109
8;34
8;285
8;122
8;561
8;860
8;702
8;290
8;241
8;891
8;817
8;934
8;592
8;331
8;469
8;258
8;360
8;782
8;868
8;444
8;73
8;428
8;524
8;708
8;454
8;405
8;978
8;769
8;72
8;398
8;97
8;736
8;432
8;192
8;632
8;389
8;449
8;760
8;668
8;87
8;515
8;533
8;949
8;359
8;455
8;637
8;780
8;852
8;967
8;242
8;265
8;341
8;49
8;190
8;133
8;813
8;706
8;145
8;568
8;733
8;825
8;689
8;615
8;957
8;54
8;567
8;808
8;735
8;842
8;127
8;675
8;710
8;443
8;895
8;53
8;481
8;0
8;282
8;152
8;317
8;809
8;366
8;320
8;391
8;998
8;132
8;218
8;345
8;785
8;756
8;486
8;987
8;498
8;636
8;997
8;41
8;521
8;67
8;854
8;901
8;36
8;117
8;971
8;501
8;544
8;819
8;59
8;882
8;188
8;101
8;620
8;617
8;29
8;195
8;573
8;709
8;21
8;208
8;327
8;831
8;514
8;400
8;440
8;674
8;504
8;612
8;889
8;538
8;500
8;347
8;559
8;727
8;471
8;361
8;933
8;476
8;420
8;245
8;232
8;758
8;130
8;409
8;491
8;298
8;433
8;126
8;818
8;78
8;473
8;913
8;310
8;523
8;849
8;988
8;251
8;167
8;527
8;861
8;65
8;43
8;318
8;330
8;175
8;85
8;970
8;697
8;357
8;991
8;236
8;93
8;418
8;786
8;540
8;658
8;962
8;856
8;45
8;163
8;217
8;11
8;143
8;772
8;307
8;870
8;884
8;139
8;518
8;135
8;262
8;627
8;919
8;412
8;472
8;545
8;928
8;483
8;734
8;685
8;596
8;123
8;387
8;718
8;762
8;534
8;821
8;724
8;178
8;797
8;964
8;624
8;338
8;833
8;631
8;789
8;732
8;406
8;158
8;598
8;893
8;51
8;863
8;434
8;890
8;994
8;377
8;961
8;571
8;431
8;385
8;759
8;950
8;202
8;742
8;750
8;199
8;141
8;19
8;99
8;609
8;490
8;548
8;286
8;792
8;871
8;911
8;667
8;506
8;823
8;371
8;27
8;794
8;804
8;3
8;475
8;499
8;68
8;162
8;168
8;906
8;333
8;161
8;177
8;44
8;976
8;707
8;482
8;898
8;712
8;256
8;187
8;57
8;608
8;10
8;840
8;394
8;84
8;616
8;382
8;157
8;415
8;517
8;203
8;134
8;48
8;917
8;325
8;846
8;940
8;936
8;263
8;684
8;20
8;100
8;778
8;793
8;626
8;956
8;253
8;438
8;576
8;33
8;547
8;688
8;714
8;565
8;824
8;324
8;980
8;278
8;174
8;973
8;18
8;553
8;695
8;416
8;116
8;381
8;257
8;376
8;326
8;222
8;966
8;993
8;435
8;14
8;747
8;699
8;828
8;673
8;312
8;704
8;716
8;13
8;874
8;837
8;390
8;408
8;185
8;586
8;26
8;625
8;969
8;180
8;629
8;938
8;492
8;537
8;875
8;686
8;676
8;623
8;63
8;947
8;240
8;503
8;672
8;294
8;170
8;186
8;535
8;648
8;301
8;334
8;343
8;853
8;239
8;664
8;509
8;589
8;159
8;946
8;930
8;223
8;8
8;903
8;510
8;7
8;264
8;459
8;613
8;442
8;231
8;124
8;788
8;131
8;981
8;647
8;581
8;76
8;369
8;166
8;683
8;563
8;270
8;642
8;254
8;224
8;522
8;529
8;462
8;879
8;905
8;767
8;129
8;873
8;679
8;857
8;83
8;426
8;979
8;293
8;507
8;215
8;954
8;698
8;774
8;577
8;156
8;297
8;368
8;441
8;456
8;196
8;309
8;292
8;549
8;372
8;314
8;696
8;308
8;729
8;745
8;560
8;91
8;982
8;316
8;694
8;915
8;944
8;392
8;108
8;799
8;614
8;932
8;983
8;525
8;448
8;266
8;580
8;184
8;923
8;321
8;90
8;653
8;646
8;280
8;176
8;600
8;118
8;4
8;722
8;597
8;183
8;69
8;272
8;374
8;227
8;847
8;88
8;427
8;410
8;914
8;458
8;968
8;802
8;329
8;754
8;173
8;738
8;757
8;212
8;705
8;95
8;937
8;276
8;422
8;536
8;542
8;246
8;461
8;216
8;460
8;114
8;771
8;164
8;362
8;289
8;992
8;989
8;826
8;75
8;2
8;350
8;557
8;610
8;588
8;31
8;17
8;572
8;737
8;864
8;335
8;744
8;855
8;807
8;721
8;897
8;319
8;378
8;86
8;996
8;137
8;305
8;80
8;71
8;351
8;37
8;960
8;352
8;931
8;587
8;383
8;787
8;261
8;777
8;395
8;768
8;16
8;929
8;741
8;791
8;365
8;140
8;121
8;569
8;711
8;277
8;948
8;206
8;323
8;670
8;638
8;115
8;193
8;872
8;205
8;892
8;652
8;751
8;198
8;984
8;845
8;796
8;925
8;574
8;810
8;247
8;50
8;337
8;52
8;924
8;848
8;463
8;869
8;784
8;838
8;835
8;635
8;811
8;102
8;578
8;439
8;634
8;999
8;269
8;593
8;677
8;502
8;720
8;660
8;306
8;644
8;851
8;935
8;859
8;336
8;237
8;865
8;822
8;781
8;142
8;450
8;375
8;402
8;908
8;801
8;453
8;103
8;211
8;601
8;489
8;555
8;743
8;765
8;827
8;693
8;566
8;953
8;773
8;233
8;303
8;300
8;959
8;354
8;575
8;229
8;726
8;106
8;30
8;564
8;230
8;425
8;128
8;508
8;806
8;210
8;602
8;554
8;200
8;275
8;599
8;493
8;922
8;235
8;182
8;815
8;397
8;149
8;546
8;113
8;866
8;909
8;690
8;64
8;748
8;516
8;800
8;681
8;191
8;417
8;921
8;404
8;470
8;820
8;379
8;841
8;485
8;678
8;952
8;650
8;541
8;942
8;839
8;284
8;619
8;951
8;512
8;552
8;682
8;384
8;585
8;407
8;725
8;562
8;878
8;194
8;579
8;912
8;82
8;228
8;715
8;28
8;700
8;717
8;687
8;380
8;888
8;657
8;250
8;829
8;219
8;551
8;248
8;972
8;40
8;701
8;606
8;104
8;858
8;582
8;941
8;663
8;816
8;396
8;974
8;958
8;594
8;363
8;985
8;918
8;171
8;739
8;622
8;862
8;728
8;584
8;268
8;429
8;283
8;339
8;24
8;94
8;886
8;665
8;1
8;313
8;477
8;753
8;47
8;89
8;421
8;570
8;532
8;558
8;15
8;125
8;798
8;520
8;221
8;630
8;603
8;62
8;975
8;249
8;604
8;349
8;423
8;150
8;832
8;539
8;881
8;160
8;413
8;77
8;201
8;5
8;355
8;393
8;894
8;446
8;332
8;926
8;151
8;654
8;805
8;322
8;58
8;723
8;885
8;296
8;740
8;96
8;61
8;543
8;259
8;618
8;790
8;238
8;803
8;887
8;60
8;649
8;836
8;590
8;607
8;79
8;494
8;22
8;373
8;479
8;907
8;643
8;344
8;144
8;179
8;669
8;530
8;197
8;154
8;401
8;112
8;474
8;902
8;291
8;550
8;692
8;519
8;583
8;812
8;39
8;136
8;680
8;315
8;220
8;165
8;844
8;877
8;977
8;287
8;814
8;719
8;526
8;288
8;436
8;447
8;46
8;766
8;213
8;414
8;927
8;411
8;155
8;556
8;867
8;138
8;880
8;55
8;640
8;484
8;419
8;779
8;656
8;32
8;513
8;367
9;204
9;467
9;939
9;795
9;346
9;666
9;611
9;904
9;764
9;225
9;424
9;850
9;38
9;628
9;776
9;955
9;244
9;119
9;488
9;81
9;445
9;271
9;9
9;752
9;468
9;755
9;12
9;386
9;146
9;497
9;304
9;92
9;761
9;749
9;267
9;770
9;281
9;42
9;916
9;181
9;23
9;172
9;466
9;342
9;661
9;591
9;965
9;437
9;990
9;843
9;403
9;876
9;66
9;209
9;528
9;662
9;25
9;279
9;621
9;243
9;169
9;896
9;451
9;207
9;943
9;659
9;900
9;457
9;641
9;252
9;35
9;730
9;311
9;348
9;105
9;691
9;295
9;226
9;358
9;639
9;633
9;775
9;328
9;388
9;110
9;834
9;273
9;430
9;356
9;353
9;986
9;783
9;731
9;496
9;255
9;746
9;830
9;763
9;531
9;945
9;147
9;464
9;98
9;56
9;148
9;713
9;963
9;399
9;671
9;107
9;109
9;34
9;285
9;122
9;561
9;860
9;702
9;290
9;241
9;891
9;817
9;111
9;934
9;592
9;469
9;258
9;360
9;782
9;868
9;444
9;73
9;428
9;524
9;708
9;454
9;405
9;978
9;769
9;72
9;398
9;97
9;736
9;432
9;192
9;632
9;389
9;449
9;760
9;668
9;87
9;515
9;533
9;949
9;359
9;455
9;637
9;780
9;852
9;967
9;242
9;265
9;341
9;49
9;190
9;133
9;813
9;706
9;145
9;733
9;825
9;689
